date,location,deaths_per_100k
2023-11-07,Spain,339.8294736842105
2023-11-08,Spain,339.8294736842105
2023-11-09,Spain,339.8294736842105
2023-11-10,Spain,339.8294736842105
2023-11-11,Spain,339.8821052631579
2023-11-12,Spain,339.8821052631579
2023-11-13,Spain,339.8821052631579
2023-11-14,Spain,339.89473684210526
2023-11-15,Spain,339.89473684210526
2023-11-16,Spain,339.89473684210526
2023-11-17,Spain,339.89473684210526
2023-11-18,Spain,339.89473684210526
2023-11-19,Spain,339.89473684210526
2023-11-20,Spain,339.89473684210526
2023-11-21,Spain,339.89473684210526
2023-11-22,Spain,339.8989473684211
2023-11-23,Spain,339.8989473684211
2023-11-24,Spain,339.901052631579
2023-11-25,Spain,339.901052631579
2023-11-26,Spain,339.9242105263158
2023-11-27,Spain,339.9242105263158
2023-11-28,Spain,339.92842105263156
2023-11-29,Spain,339.92842105263156
2023-11-30,Spain,339.92842105263156
2023-12-01,Spain,339.9578947368421
2023-12-02,Spain,339.9642105263158
2023-12-03,Spain,339.97052631578947
2023-12-04,Spain,339.9831578947368
2023-12-05,Spain,340.021052631579
2023-12-06,Spain,340.021052631579
2023-12-07,Spain,340.0463157894737
2023-12-08,Spain,340.0463157894737
2023-12-09,Spain,340.0463157894737
2023-12-10,Spain,340.05894736842106
2023-12-11,Spain,340.08
2023-12-12,Spain,340.08
2023-12-13,Spain,340.1010526315789
2023-12-14,Spain,340.1136842105263
2023-12-15,Spain,340.1557894736842
2023-12-16,Spain,340.1557894736842
2023-12-17,Spain,340.1663157894737
2023-12-18,Spain,340.1663157894737
2023-12-19,Spain,340.1663157894737
2023-12-20,Spain,340.1663157894737
2023-12-21,Spain,340.1663157894737
2023-12-22,Spain,340.1747368421053
2023-12-23,Spain,340.1768421052631
2023-12-24,Spain,340.1768421052631
2023-12-25,Spain,340.218947368421
2023-12-26,Spain,340.2210526315789
2023-12-27,Spain,340.2210526315789
2023-12-28,Spain,340.2210526315789
2023-12-29,Spain,340.2231578947368
2023-12-30,Spain,340.2231578947368
2023-12-31,Spain,340.2231578947368
2024-01-01,Spain,340.24631578947367
2024-01-02,Spain,340.24631578947367
2024-01-03,Spain,340.24631578947367
2024-01-04,Spain,340.24631578947367
2024-01-05,Spain,340.24631578947367
2024-01-06,Spain,340.24631578947367
2024-01-07,Spain,340.2484210526316
2024-01-08,Spain,340.26736842105265
2024-01-09,Spain,340.26947368421054
2024-01-10,Spain,340.2715789473684
2024-01-11,Spain,340.2715789473684
2024-01-12,Spain,340.2715789473684
2024-01-13,Spain,340.2715789473684
2024-01-14,Spain,340.30315789473684
2024-01-15,Spain,340.30315789473684
2024-01-16,Spain,340.30315789473684
2024-01-17,Spain,340.30315789473684
2024-01-18,Spain,340.30315789473684
2024-01-19,Spain,340.3242105263158
2024-01-20,Spain,340.3305263157895
2024-01-21,Spain,340.3305263157895
2024-01-22,Spain,340.3305263157895
2024-01-23,Spain,340.3305263157895
2024-01-24,Spain,340.3305263157895
2024-01-25,Spain,340.3305263157895
2024-01-26,Spain,340.36
2024-01-27,Spain,340.3663157894737
2024-01-28,Spain,340.3705263157895
2024-01-29,Spain,340.3747368421053
2024-01-30,Spain,340.3852631578947
2024-01-31,Spain,340.3852631578947
2024-02-01,Spain,340.38736842105266
2024-02-02,Spain,340.41473684210524
2024-02-03,Spain,340.44
2024-02-04,Spain,340.44
2024-02-05,Spain,340.44
2024-02-06,Spain,340.44
2024-02-07,Spain,340.44
2024-02-08,Spain,340.44
2024-02-09,Spain,340.44
2024-02-10,Spain,340.44842105263155
2024-02-11,Spain,340.44842105263155
2024-02-12,Spain,340.44842105263155
2024-02-13,Spain,340.44842105263155
2024-02-14,Spain,340.44842105263155
2024-02-15,Spain,340.46526315789475
2024-02-16,Spain,340.47999999999996
2024-02-17,Spain,340.47999999999996
2024-02-18,Spain,340.50315789473683
2024-02-19,Spain,340.50315789473683
2024-02-20,Spain,340.50947368421055
2024-02-21,Spain,340.53473684210525
2024-02-22,Spain,340.5473684210526
2024-02-23,Spain,340.5473684210526
2024-02-24,Spain,340.55157894736845
2024-02-25,Spain,340.5978947368422
2024-02-26,Spain,340.5978947368422
2024-02-27,Spain,340.6063157894737
2024-02-28,Spain,340.6063157894737
2024-02-29,Spain,340.6168421052632
2024-03-01,Spain,340.6168421052632
2024-03-02,Spain,340.63157894736844
2024-03-03,Spain,340.63157894736844
2024-03-04,Spain,340.64421052631576
2024-03-05,Spain,340.6463157894737
2024-03-06,Spain,340.65263157894736
2024-03-07,Spain,340.66315789473686
2024-03-08,Spain,340.6778947368421
2024-03-09,Spain,340.6778947368421
2024-03-10,Spain,340.6778947368421
2024-03-11,Spain,340.6778947368421
2024-03-12,Spain,340.6905263157895
2024-03-13,Spain,340.6905263157895
2024-03-14,Spain,340.70947368421054
2024-03-15,Spain,340.70947368421054
2024-03-16,Spain,340.7136842105263
2024-03-17,Spain,340.7157894736842
2024-03-18,Spain,340.71789473684214
2024-03-19,Spain,340.74105263157895
2024-03-20,Spain,340.74105263157895
2024-03-21,Spain,340.74105263157895
2024-03-22,Spain,340.74105263157895
2024-03-23,Spain,340.7452631578947
2024-03-24,Spain,340.7452631578947
2024-03-25,Spain,340.7684210526316
2024-03-26,Spain,340.7705263157895
2024-03-27,Spain,340.7705263157895
2024-03-28,Spain,340.7705263157895
2024-03-29,Spain,340.78736842105263
2024-03-30,Spain,340.81052631578945
2024-03-31,Spain,340.81052631578945
2024-04-01,Spain,340.81894736842105
2024-04-02,Spain,340.81894736842105
2024-04-03,Spain,340.8252631578947
2024-04-04,Spain,340.8294736842105
2024-04-05,Spain,340.83578947368426
2024-04-06,Spain,340.83578947368426
2024-04-07,Spain,340.83578947368426
2024-04-08,Spain,340.8484210526316
2024-04-09,Spain,340.8484210526316
2024-04-10,Spain,340.8715789473684
2024-04-11,Spain,340.88421052631577
2024-04-12,Spain,340.88421052631577
2024-04-13,Spain,340.88421052631577
2024-04-14,Spain,340.9115789473684
2024-04-15,Spain,340.9115789473684
2024-04-16,Spain,340.9115789473684
2024-04-17,Spain,340.9263157894737
2024-04-18,Spain,340.92842105263156
2024-04-19,Spain,340.9368421052631
2024-04-20,Spain,340.9368421052631
2024-04-21,Spain,340.93894736842105
2024-04-22,Spain,340.94947368421055
2024-04-23,Spain,340.9642105263158
2024-04-24,Spain,340.9642105263158
2024-04-25,Spain,340.9642105263158
2024-04-26,Spain,340.97684210526324
2024-04-27,Spain,340.99368421052634
2024-04-28,Spain,340.99368421052634
2024-04-29,Spain,340.99368421052634
2024-04-30,Spain,340.99368421052634
2024-05-01,Spain,340.99368421052634
2024-05-02,Spain,340.99368421052634
2024-05-03,Spain,341.00210526315783
2024-05-04,Spain,341.00210526315783
2024-05-05,Spain,341.021052631579
2024-05-06,Spain,341.021052631579
2024-05-07,Spain,341.02736842105264
2024-05-08,Spain,341.02736842105264
2024-05-09,Spain,341.0336842105263
2024-05-10,Spain,341.0336842105263
2024-05-11,Spain,341.0336842105263
2024-05-12,Spain,341.0336842105263
2024-05-13,Spain,341.0378947368421
2024-05-14,Spain,341.0673684210526
2024-05-15,Spain,341.0673684210526
2024-05-16,Spain,341.08
2024-05-17,Spain,341.08
2024-05-18,Spain,341.08210526315787
2024-05-19,Spain,341.08210526315787
2024-05-20,Spain,341.08210526315787
2024-05-21,Spain,341.10526315789474
2024-05-22,Spain,341.10526315789474
2024-05-23,Spain,341.1326315789473
2024-05-24,Spain,341.1326315789473
2024-05-25,Spain,341.13473684210527
2024-05-26,Spain,341.13473684210527
2024-05-27,Spain,341.13473684210527
2024-05-28,Spain,341.14105263157893
2024-05-29,Spain,341.14105263157893
2024-05-30,Spain,341.1536842105263
2024-05-31,Spain,341.1536842105263
2024-06-01,Spain,341.1578947368421
2024-06-02,Spain,341.1621052631579
2024-06-03,Spain,341.1894736842105
2024-06-04,Spain,341.1957894736842
2024-06-05,Spain,341.1957894736842
2024-06-06,Spain,341.1957894736842
2024-06-07,Spain,341.1957894736842
2024-06-08,Spain,341.21473684210525
2024-06-09,Spain,341.2231578947368
2024-06-10,Spain,341.2231578947368
2024-06-11,Spain,341.22526315789474
2024-06-12,Spain,341.23368421052635
2024-06-13,Spain,341.23368421052635
2024-06-14,Spain,341.23368421052635
2024-06-15,Spain,341.23368421052635
2024-06-16,Spain,341.23578947368424
2024-06-17,Spain,341.2505263157895
2024-06-18,Spain,341.2505263157895
2024-06-19,Spain,341.2505263157895
2024-06-20,Spain,341.26736842105265
2024-06-21,Spain,341.26736842105265
2024-06-22,Spain,341.2842105263158
2024-06-23,Spain,341.3073684210526
2024-06-24,Spain,341.3073684210526
2024-06-25,Spain,341.3073684210526
2024-06-26,Spain,341.3242105263158
2024-06-27,Spain,341.3410526315789
2024-06-28,Spain,341.34736842105264
2024-06-29,Spain,341.36
2024-06-30,Spain,341.36
2024-07-01,Spain,341.3663157894737
2024-07-02,Spain,341.3663157894737
2024-07-03,Spain,341.37894736842105
2024-07-04,Spain,341.37894736842105
2024-07-05,Spain,341.37894736842105
2024-07-06,Spain,341.3831578947368
2024-07-07,Spain,341.3831578947368
2024-07-08,Spain,341.4063157894737
2024-07-09,Spain,341.4063157894737
2024-07-10,Spain,341.4063157894737
2024-07-11,Spain,341.4063157894737
2024-07-12,Spain,341.4063157894737
2024-07-13,Spain,341.4063157894737
2024-07-14,Spain,341.41684210526313
2024-07-15,Spain,341.42315789473685
2024-07-16,Spain,341.4273684210526
2024-07-17,Spain,341.43368421052634
2024-07-18,Spain,341.4526315789474
2024-07-19,Spain,341.4526315789474
2024-07-20,Spain,341.4526315789474
2024-07-21,Spain,341.46736842105264
2024-07-22,Spain,341.46736842105264
2024-07-23,Spain,341.46736842105264
2024-07-24,Spain,341.46736842105264
2024-07-25,Spain,341.4842105263158
2024-07-26,Spain,341.4842105263158
2024-07-27,Spain,341.49894736842106
2024-07-28,Spain,341.5073684210526
2024-07-29,Spain,341.5073684210526
2024-07-30,Spain,341.5073684210526
2024-07-31,Spain,341.5073684210526
2024-08-01,Spain,341.5073684210526
2024-08-02,Spain,341.5073684210526
2024-08-03,Spain,341.5073684210526
2024-08-04,Spain,341.5073684210526
2024-08-05,Spain,341.5073684210526
2024-08-06,Spain,341.5305263157895
2024-08-07,Spain,341.5305263157895
2024-08-08,Spain,341.5305263157895
2024-08-09,Spain,341.5305263157895
2024-08-10,Spain,341.5305263157895
2024-08-11,Spain,341.5326315789474
2024-08-12,Spain,341.538947368421
2024-08-13,Spain,341.538947368421
2024-08-14,Spain,341.538947368421
2024-08-15,Spain,341.538947368421
2024-08-16,Spain,341.5494736842105
2024-08-17,Spain,341.5494736842105
2024-08-18,Spain,341.5494736842105
2024-08-19,Spain,341.5494736842105
2024-08-20,Spain,341.5494736842105
2024-08-21,Spain,341.56
2024-08-22,Spain,341.56
2024-08-23,Spain,341.57894736842104
2024-08-24,Spain,341.5810526315789
2024-08-25,Spain,341.5915789473684
2024-08-26,Spain,341.5915789473684
2024-08-27,Spain,341.5915789473684
2024-08-28,Spain,341.5915789473684
2024-08-29,Spain,341.5915789473684
2024-08-30,Spain,341.6
2024-08-31,Spain,341.6021052631578
2024-09-01,Spain,341.6063157894737
2024-09-02,Spain,341.6063157894737
2024-09-03,Spain,341.6063157894737
2024-09-04,Spain,341.62105263157895
2024-09-05,Spain,341.62105263157895
2024-09-06,Spain,341.62105263157895
2024-09-07,Spain,341.64421052631576
2024-09-08,Spain,341.65263157894736
2024-09-09,Spain,341.6652631578947
2024-09-10,Spain,341.6652631578947
2024-09-11,Spain,341.6652631578947
2024-09-12,Spain,341.6652631578947
2024-09-13,Spain,341.6694736842105
2024-09-14,Spain,341.6863157894737
2024-09-15,Spain,341.70947368421054
2024-09-16,Spain,341.70947368421054
2024-09-17,Spain,341.71789473684214
2024-09-18,Spain,341.71789473684214
2024-09-19,Spain,341.71789473684214
2024-09-20,Spain,341.71789473684214
2024-09-21,Spain,341.71789473684214
2024-09-22,Spain,341.71789473684214
2024-09-23,Spain,341.75157894736844
2024-09-24,Spain,341.75157894736844
2024-09-25,Spain,341.77473684210526
2024-09-26,Spain,341.77473684210526
2024-09-27,Spain,341.781052631579
2024-09-28,Spain,341.781052631579
2024-09-29,Spain,341.81052631578945
2024-09-30,Spain,341.81894736842105
2024-10-01,Spain,341.81894736842105
2024-10-02,Spain,341.81894736842105
2024-10-03,Spain,341.8294736842105
2024-10-04,Spain,341.8294736842105
2024-10-05,Spain,341.85052631578947
2024-10-06,Spain,341.85052631578947
2024-10-07,Spain,341.85052631578947
2024-10-08,Spain,341.85052631578947
2024-10-09,Spain,341.85052631578947
2024-10-10,Spain,341.8673684210527
2024-10-11,Spain,341.8673684210527
2024-10-12,Spain,341.8673684210527
2024-10-13,Spain,341.8673684210527
2024-10-14,Spain,341.8673684210527
2024-10-15,Spain,341.88210526315794
2024-10-16,Spain,341.88210526315794
2024-10-17,Spain,341.88210526315794
2024-10-18,Spain,341.8989473684211
2024-10-19,Spain,341.8989473684211
2024-10-20,Spain,341.9221052631579
2024-10-21,Spain,341.94736842105266
2024-10-22,Spain,341.9515789473684
2024-10-23,Spain,341.9515789473684
2024-10-24,Spain,341.9515789473684
2024-10-25,Spain,341.9642105263158
2024-10-26,Spain,341.97473684210524
2024-10-27,Spain,341.97473684210524
2024-10-28,Spain,341.98526315789474
2024-10-29,Spain,341.98526315789474
2024-10-30,Spain,341.98526315789474
2024-10-31,Spain,341.99368421052634
2024-11-01,Spain,341.99368421052634
2024-11-02,Spain,341.99368421052634
2024-11-03,Spain,341.99368421052634
2024-11-04,Spain,342.01684210526315
2024-11-05,Spain,342.01894736842104
2024-11-06,Spain,342.01894736842104
2024-11-07,Spain,342.01894736842104
2024-11-08,Spain,342.04421052631585
2024-11-09,Spain,342.04421052631585
2024-11-10,Spain,342.04421052631585
2024-11-11,Spain,342.0463157894736
2024-11-12,Spain,342.0526315789474
2024-11-13,Spain,342.05894736842106
2024-11-14,Spain,342.05894736842106
2024-11-15,Spain,342.05894736842106
2024-11-16,Spain,342.05894736842106
2024-11-17,Spain,342.0694736842105
2024-11-18,Spain,342.0694736842105
2024-11-19,Spain,342.0778947368421
2024-11-20,Spain,342.1221052631579
2024-11-21,Spain,342.12631578947367
2024-11-22,Spain,342.1305263157895
2024-11-23,Spain,342.1326315789473
2024-11-24,Spain,342.1326315789473
2024-11-25,Spain,342.14736842105265
2024-11-26,Spain,342.14736842105265
2024-11-27,Spain,342.17263157894735
2024-11-28,Spain,342.17263157894735
2024-11-29,Spain,342.1957894736842
2024-11-30,Spain,342.1957894736842
2024-12-01,Spain,342.2084210526316
2024-12-02,Spain,342.2084210526316
2024-12-03,Spain,342.2294736842106
2024-12-04,Spain,342.25684210526316
2024-12-05,Spain,342.25894736842105
2024-12-06,Spain,342.25894736842105
2024-12-07,Spain,342.25894736842105
2024-12-08,Spain,342.25894736842105
2024-12-09,Spain,342.261052631579
2024-12-10,Spain,342.2673684210526
2024-12-11,Spain,342.2778947368421
2024-12-12,Spain,342.2778947368421
2024-12-13,Spain,342.28000000000003
2024-12-14,Spain,342.28000000000003
2024-12-15,Spain,342.28000000000003
2024-12-16,Spain,342.2968421052632
2024-12-17,Spain,342.2968421052632
2024-12-18,Spain,342.2968421052632
2024-12-19,Spain,342.2968421052632
2024-12-20,Spain,342.2968421052632
2024-12-21,Spain,342.2968421052632
2024-12-22,Spain,342.2968421052632
2024-12-23,Spain,342.3284210526316
2024-12-24,Spain,342.3284210526316
2024-12-25,Spain,342.3284210526316
2024-12-26,Spain,342.3389473684211
2024-12-27,Spain,342.3389473684211
2024-12-28,Spain,342.34315789473686
2024-12-29,Spain,342.34315789473686
2024-12-30,Spain,342.34315789473686
2024-12-31,Spain,342.34315789473686
2020-01-01,Poland,0.0
2020-01-02,Poland,0.0
2020-01-03,Poland,0.02652519893899204
2020-01-04,Poland,0.058355437665782495
2020-01-05,Poland,0.058355437665782495
2020-01-06,Poland,0.07957559681697612
2020-01-07,Poland,0.143236074270557
2020-01-08,Poland,0.1856763925729443
2020-01-09,Poland,0.22015915119363397
2020-01-10,Poland,0.2546419098143236
2020-01-11,Poland,0.2546419098143236
2020-01-12,Poland,0.29708222811671087
2020-01-13,Poland,0.29708222811671087
2020-01-14,Poland,0.30238726790450926
2020-01-15,Poland,0.30503978779840846
2020-01-16,Poland,0.30503978779840846
2020-01-17,Poland,0.32095490716180375
2020-01-18,Poland,0.39257294429708217
2020-01-19,Poland,0.40318302387267907
2020-01-20,Poland,0.40318302387267907
2020-01-21,Poland,0.4244031830238727
2020-01-22,Poland,0.4748010610079576
2020-01-23,Poland,0.506631299734748
2020-01-24,Poland,0.5358090185676393
2020-01-25,Poland,0.5358090185676393
2020-01-26,Poland,0.583554376657825
2020-01-27,Poland,0.6312997347480106
2020-01-28,Poland,0.7082228116710876
2020-01-29,Poland,0.790450928381963
2020-01-30,Poland,0.8514588859416445
2020-01-31,Poland,0.8514588859416445
2020-02-01,Poland,0.8514588859416445
2020-02-02,Poland,0.8647214854111406
2020-02-03,Poland,0.9204244031830241
2020-02-04,Poland,0.946949602122016
2020-02-05,Poland,1.039787798408488
2020-02-06,Poland,1.1007957559681698
2020-02-07,Poland,1.169761273209549
2020-02-08,Poland,1.2519893899204244
2020-02-09,Poland,1.3236074270557028
2020-02-10,Poland,1.3474801061007955
2020-02-11,Poland,1.490716180371353
2020-02-12,Poland,1.6047745358090186
2020-02-13,Poland,1.7241379310344829
2020-02-14,Poland,1.7798408488063662
2020-02-15,Poland,1.803713527851459
2020-02-16,Poland,1.8408488063660482
2020-02-17,Poland,1.896551724137931
2020-02-18,Poland,2.013262599469496
2020-02-19,Poland,2.135278514588859
2020-02-20,Poland,2.275862068965517
2020-02-21,Poland,2.4403183023872677
2020-02-22,Poland,2.5596816976127323
2020-02-23,Poland,2.679045092838196
2020-02-24,Poland,2.779840848806366
2020-02-25,Poland,2.8859416445623345
2020-02-26,Poland,2.970822281167109
2020-02-27,Poland,3.111405835543766
2020-02-28,Poland,3.249336870026525
2020-02-29,Poland,3.3713527851458887
2020-03-01,Poland,3.4854111405835537
2020-03-02,Poland,3.639257294429708
2020-03-03,Poland,3.8249336870026527
2020-03-04,Poland,3.9761273209549075
2020-03-05,Poland,4.137931034482759
2020-03-06,Poland,4.281167108753315
2020-03-07,Poland,4.437665782493369
2020-03-08,Poland,4.596816976127321
2020-03-09,Poland,4.7612732095490715
2020-03-10,Poland,4.9204244031830235
2020-03-11,Poland,5.114058355437665
2020-03-12,Poland,5.339522546419099
2020-03-13,Poland,5.50132625994695
2020-03-14,Poland,5.737400530503979
2020-03-15,Poland,5.923076923076923
2020-03-16,Poland,6.116710875331565
2020-03-17,Poland,6.259946949602122
2020-03-18,Poland,6.40053050397878
2020-03-19,Poland,6.639257294429707
2020-03-20,Poland,6.8275862068965525
2020-03-21,Poland,7.076923076923076
2020-03-22,Poland,7.307692307692308
2020-03-23,Poland,7.549071618037135
2020-03-24,Poland,7.824933687002653
2020-03-25,Poland,8.063660477453581
2020-03-26,Poland,8.212201591511937
2020-03-27,Poland,8.408488063660478
2020-03-28,Poland,8.689655172413794
2020-03-29,Poland,9.005305039787798
2020-03-30,Poland,9.25994694960212
2020-03-31,Poland,9.50132625994695
2020-04-01,Poland,9.724137931034484
2020-04-02,Poland,10.007957559681696
2020-04-03,Poland,10.225464190981432
2020-04-04,Poland,10.46153846153846
2020-04-05,Poland,10.742705570291776
2020-04-06,Poland,11.023872679045093
2020-04-07,Poland,11.297082228116711
2020-04-08,Poland,11.610079575596817
2020-04-09,Poland,11.856763925729444
2020-04-10,Poland,12.108753315649867
2020-04-11,Poland,12.384615384615383
2020-04-12,Poland,12.676392572944296
2020-04-13,Poland,12.957559681697612
2020-04-14,Poland,13.307692307692307
2020-04-15,Poland,13.583554376657824
2020-04-16,Poland,13.896551724137932
2020-04-17,Poland,14.172413793103448
2020-04-18,Poland,14.477453580901857
2020-04-19,Poland,14.758620689655174
2020-04-20,Poland,15.042440318302388
2020-04-21,Poland,15.384615384615383
2020-04-22,Poland,15.6684350132626
2020-04-23,Poland,16.013262599469495
2020-04-24,Poland,16.283819628647215
2020-04-25,Poland,16.56233421750663
2020-04-26,Poland,16.885941644562333
2020-04-27,Poland,17.103448275862068
2020-04-28,Poland,17.342175066312997
2020-04-29,Poland,17.62864721485411
2020-04-30,Poland,17.92838196286472
2020-05-01,Poland,18.22811671087533
2020-05-02,Poland,18.49867374005305
2020-05-03,Poland,18.73474801061008
2020-05-04,Poland,19.03448275862069
2020-05-05,Poland,19.32095490716181
2020-05-06,Poland,19.55702917771883
2020-05-07,Poland,19.82758620689655
2020-05-08,Poland,20.145888594164454
2020-05-09,Poland,20.411140583554378
2020-05-10,Poland,20.63395225464191
2020-05-11,Poland,20.875331564986734
2020-05-12,Poland,21.11671087533157
2020-05-13,Poland,21.374005305039788
2020-05-14,Poland,21.644562334217504
2020-05-15,Poland,21.85676392572944
2020-05-16,Poland,22.074270557029173
2020-05-17,Poland,22.336870026525197
2020-05-18,Poland,22.586206896551722
2020-05-19,Poland,22.851458885941646
2020-05-20,Poland,23.02917771883289
2020-05-21,Poland,23.217506631299734
2020-05-22,Poland,23.45888594164456
2020-05-23,Poland,23.639257294429708
2020-05-24,Poland,23.851458885941646
2020-05-25,Poland,24.047745358090186
2020-05-26,Poland,24.220159151193634
2020-05-27,Poland,24.45358090185676
2020-05-28,Poland,24.63925729442971
2020-05-29,Poland,24.803713527851457
2020-05-30,Poland,24.97612732095491
2020-05-31,Poland,25.156498673740053
2020-06-01,Poland,25.278514588859416
2020-06-02,Poland,25.416445623342174
2020-06-03,Poland,25.53580901856764
2020-06-04,Poland,25.628647214854112
2020-06-05,Poland,25.80636604774536
2020-06-06,Poland,25.9946949602122
2020-06-07,Poland,26.16976127320955
2020-06-08,Poland,26.254641909814325
2020-06-09,Poland,26.39787798408488
2020-06-10,Poland,26.546419098143236
2020-06-11,Poland,26.655172413793103
2020-06-12,Poland,26.79840848806366
2020-06-13,Poland,26.883289124668437
2020-06-14,Poland,26.96551724137931
2020-06-15,Poland,27.050397877984086
2020-06-16,Poland,27.13527851458886
2020-06-17,Poland,27.20689655172414
2020-06-18,Poland,27.3315649867374
2020-06-19,Poland,27.39522546419098
2020-06-20,Poland,27.47214854111406
2020-06-21,Poland,27.541114058355436
2020-06-22,Poland,27.689655172413797
2020-06-23,Poland,27.742705570291776
2020-06-24,Poland,27.83289124668435
2020-06-25,Poland,27.96021220159151
2020-06-26,Poland,27.9973474801061
2020-06-27,Poland,28.04244031830239
2020-06-28,Poland,28.09814323607427
2020-06-29,Poland,28.122015915119363
2020-06-30,Poland,28.217506631299738
2020-07-01,Poland,28.262599469496017
2020-07-02,Poland,28.347480106100797
2020-07-03,Poland,28.416445623342174
2020-07-04,Poland,28.46684350132626
2020-07-05,Poland,28.543766578249336
2020-07-06,Poland,28.580901856763926
2020-07-07,Poland,28.655172413793103
2020-07-08,Poland,28.6604774535809
2020-07-09,Poland,28.679045092838198
2020-07-10,Poland,28.753315649867375
2020-07-11,Poland,28.753315649867375
2020-07-12,Poland,28.803713527851453
2020-07-13,Poland,28.824933687002652
2020-07-14,Poland,28.840848806366047
2020-07-15,Poland,28.851458885941646
2020-07-16,Poland,28.917771883289127
2020-07-17,Poland,28.917771883289127
2020-07-18,Poland,28.96816976127321
2020-07-19,Poland,29.007957559681692
2020-07-20,Poland,29.0212201591512
2020-07-21,Poland,29.042440318302386
2020-07-22,Poland,29.084880636604773
2020-07-23,Poland,29.090185676392576
2020-07-24,Poland,29.090185676392576
2020-07-25,Poland,29.119363395225463
2020-07-26,Poland,29.119363395225463
2020-07-27,Poland,29.127320954907162
2020-07-28,Poland,29.148541114058354
2020-07-29,Poland,29.18832891246684
2020-07-30,Poland,29.257294429708217
2020-07-31,Poland,29.283819628647215
2020-08-01,Poland,29.30503978779841
2020-08-02,Poland,29.344827586206897
2020-08-03,Poland,29.368700265251995
2020-08-04,Poland,29.368700265251995
2020-08-05,Poland,29.368700265251995
2020-08-06,Poland,29.368700265251995
2020-08-07,Poland,29.405835543766578
2020-08-08,Poland,29.458885941644564
2020-08-09,Poland,29.485411140583558
2020-08-10,Poland,29.485411140583558
2020-08-11,Poland,29.52519893899204
2020-08-12,Poland,29.52519893899204
2020-08-13,Poland,29.549071618037136
2020-08-14,Poland,29.549071618037136
2020-08-15,Poland,29.549071618037136
2020-08-16,Poland,29.549071618037136
2020-08-17,Poland,29.570291777188327
2020-08-18,Poland,29.572944297082227
2020-08-19,Poland,29.607427055702914
2020-08-20,Poland,29.607427055702914
2020-08-21,Poland,29.644562334217504
2020-08-22,Poland,29.649867374005304
2020-08-23,Poland,29.708222811671085
2020-08-24,Poland,29.761273209549074
2020-08-25,Poland,29.779840848806366
2020-08-26,Poland,29.80901856763926
2020-08-27,Poland,29.843501326259947
2020-08-28,Poland,29.88594164456233
2020-08-29,Poland,29.907161803713528
2020-08-30,Poland,29.968169761273213
2020-08-31,Poland,29.9867374005305
2020-09-01,Poland,29.9867374005305
2020-09-02,Poland,30.029177718832887
2020-09-03,Poland,30.063660477453578
2020-09-04,Poland,30.124668435013263
2020-09-05,Poland,30.180371352785148
2020-09-06,Poland,30.225464190981434
2020-09-07,Poland,30.273209549071616
2020-09-08,Poland,30.32095490716181
2020-09-09,Poland,30.350132625994696
2020-09-10,Poland,30.366047745358088
2020-09-11,Poland,30.39522546419098
2020-09-12,Poland,30.445623342175065
2020-09-13,Poland,30.445623342175065
2020-09-14,Poland,30.49071618037135
2020-09-15,Poland,30.52254641909814
2020-09-16,Poland,30.583554376657826
2020-09-17,Poland,30.625994694960212
2020-09-18,Poland,30.69496021220159
2020-09-19,Poland,30.758620689655174
2020-09-20,Poland,30.867374005305038
2020-09-21,Poland,30.933687002652523
2020-09-22,Poland,31.0053050397878
2020-09-23,Poland,31.087533156498672
2020-09-24,Poland,31.122015915119363
2020-09-25,Poland,31.180371352785148
2020-09-26,Poland,31.31034482758621
2020-09-27,Poland,31.419098143236074
2020-09-28,Poland,31.51989389920424
2020-09-29,Poland,31.652519893899203
2020-09-30,Poland,31.753315649867368
2020-10-01,Poland,31.854111405835546
2020-10-02,Poland,31.95755968169761
2020-10-03,Poland,32.02387267904509
2020-10-04,Poland,32.169761273209545
2020-10-05,Poland,32.289124668435015
2020-10-06,Poland,32.41379310344827
2020-10-07,Poland,32.53846153846154
2020-10-08,Poland,32.657824933686996
2020-10-09,Poland,32.737400530503976
2020-10-10,Poland,32.88859416445624
2020-10-11,Poland,33.10079575596817
2020-10-12,Poland,33.283819628647215
2020-10-13,Poland,33.43766578249337
2020-10-14,Poland,33.57824933687002
2020-10-15,Poland,33.750663129973475
2020-10-16,Poland,33.93633952254642
2020-10-17,Poland,34.11405835543767
2020-10-18,Poland,34.323607427055705
2020-10-19,Poland,34.48806366047745
2020-10-20,Poland,34.71618037135279
2020-10-21,Poland,34.92307692307692
2020-10-22,Poland,35.11671087533156
2020-10-23,Poland,35.323607427055705
2020-10-24,Poland,35.55437665782493
2020-10-25,Poland,35.80106100795756
2020-10-26,Poland,36.03713527851458
2020-10-27,Poland,36.29177718832891
2020-10-28,Poland,36.60212201591512
2020-10-29,Poland,36.80901856763926
2020-10-30,Poland,37.01326259946949
2020-10-31,Poland,37.28116710875332
2020-11-01,Poland,37.52519893899204
2020-11-02,Poland,37.80636604774536
2020-11-03,Poland,38.04774535809018
2020-11-04,Poland,38.34217506631299
2020-11-05,Poland,38.676392572944295
2020-11-06,Poland,39.01326259946949
2020-11-07,Poland,39.29442970822281
2020-11-08,Poland,39.60477453580902
2020-11-09,Poland,39.95490716180372
2020-11-10,Poland,40.3395225464191
2020-11-11,Poland,40.6551724137931
2020-11-12,Poland,40.97877984084881
