date,location,cases_per_100k
2023-10-07,Spain,22061.437894736846
2023-10-08,Spain,22061.437894736846
2023-10-09,Spain,22061.437894736846
2023-10-10,Spain,22061.437894736846
2023-10-11,Spain,22061.437894736846
2023-10-12,Spain,22061.437894736846
2023-10-13,Spain,22061.437894736846
2023-10-14,Spain,22062.856842105266
2023-10-15,Spain,22065.84421052632
2023-10-16,Spain,22067.138947368418
2023-10-17,Spain,22067.602105263162
2023-10-18,Spain,22068.018947368422
2023-10-19,Spain,22068.018947368422
2023-10-20,Spain,22069.623157894737
2023-10-21,Spain,22069.623157894737
2023-10-22,Spain,22071.24842105263
2023-10-23,Spain,22071.24842105263
2023-10-24,Spain,22071.24842105263
2023-10-25,Spain,22071.24842105263
2023-10-26,Spain,22071.24842105263
2023-10-27,Spain,22074.153684210527
2023-10-28,Spain,22074.153684210527
2023-10-29,Spain,22074.153684210527
2023-10-30,Spain,22074.153684210527
2023-10-31,Spain,22074.68
2023-11-01,Spain,22074.68
2023-11-02,Spain,22074.68
2023-11-03,Spain,22074.68
2023-11-04,Spain,22079.235789473685
2023-11-05,Spain,22079.235789473685
2023-11-06,Spain,22079.235789473685
2023-11-07,Spain,22079.235789473685
2023-11-08,Spain,22079.25894736842
2023-11-09,Spain,22079.25894736842
2023-11-10,Spain,22079.25894736842
2023-11-11,Spain,22084.06947368421
2023-11-12,Spain,22084.06947368421
2023-11-13,Spain,22084.06947368421
2023-11-14,Spain,22085.296842105265
2023-11-15,Spain,22085.296842105265
2023-11-16,Spain,22085.296842105265
2023-11-17,Spain,22085.296842105265
2023-11-18,Spain,22085.296842105265
2023-11-19,Spain,22085.296842105265
2023-11-20,Spain,22085.296842105265
2023-11-21,Spain,22085.296842105265
2023-11-22,Spain,22085.63368421053
2023-11-23,Spain,22085.63368421053
2023-11-24,Spain,22085.82736842105
2023-11-25,Spain,22085.82736842105
2023-11-26,Spain,22088.033684210528
2023-11-27,Spain,22088.033684210528
2023-11-28,Spain,22088.484210526316
2023-11-29,Spain,22088.55789473684
2023-11-30,Spain,22088.55789473684
2023-12-01,Spain,22091.27578947369
2023-12-02,Spain,22091.962105263163
2023-12-03,Spain,22092.50736842105
2023-12-04,Spain,22093.736842105263
2023-12-05,Spain,22097.275789473682
2023-12-06,Spain,22097.275789473682
2023-12-07,Spain,22099.612631578948
2023-12-08,Spain,22099.612631578948
2023-12-09,Spain,22099.612631578948
2023-12-10,Spain,22100.84842105263
2023-12-11,Spain,22102.92631578947
2023-12-12,Spain,22102.92631578947
2023-12-13,Spain,22104.966315789472
2023-12-14,Spain,22106.113684210526
2023-12-15,Spain,22110.06315789474
2023-12-16,Spain,22110.06315789474
2023-12-17,Spain,22111.0
2023-12-18,Spain,22111.0
2023-12-19,Spain,22111.0
2023-12-20,Spain,22111.037894736837
2023-12-21,Spain,22111.037894736837
2023-12-22,Spain,22111.884210526314
2023-12-23,Spain,22112.098947368424
2023-12-24,Spain,22112.098947368424
2023-12-25,Spain,22116.02947368421
2023-12-26,Spain,22116.145263157894
2023-12-27,Spain,22116.145263157894
2023-12-28,Spain,22116.145263157894
2023-12-29,Spain,22116.261052631577
2023-12-30,Spain,22116.261052631577
2023-12-31,Spain,22116.261052631577
2024-01-01,Spain,22118.414736842104
2024-01-02,Spain,22118.414736842104
2024-01-03,Spain,22118.414736842104
2024-01-04,Spain,22118.414736842104
2024-01-05,Spain,22118.414736842104
2024-01-06,Spain,22118.414736842104
2024-01-07,Spain,22118.63789473684
2024-01-08,Spain,22120.51157894737
2024-01-09,Spain,22120.76631578947
2024-01-10,Spain,22121.05052631579
2024-01-11,Spain,22121.05052631579
2024-01-12,Spain,22121.05052631579
2024-01-13,Spain,22121.05052631579
2024-01-14,Spain,22124.195789473684
2024-01-15,Spain,22124.195789473684
2024-01-16,Spain,22124.195789473684
2024-01-17,Spain,22124.28842105263
2024-01-18,Spain,22124.28842105263
2024-01-19,Spain,22126.244210526314
2024-01-20,Spain,22126.91157894737
2024-01-21,Spain,22126.91157894737
2024-01-22,Spain,22126.91157894737
2024-01-23,Spain,22126.91157894737
2024-01-24,Spain,22126.91157894737
2024-01-25,Spain,22126.91157894737
2024-01-26,Spain,22129.757894736842
2024-01-27,Spain,22130.39157894737
2024-01-28,Spain,22130.705263157895
2024-01-29,Spain,22131.170526315786
2024-01-30,Spain,22132.212631578946
2024-01-31,Spain,22132.212631578946
2024-02-01,Spain,22132.43157894737
2024-02-02,Spain,22135.166315789473
2024-02-03,Spain,22137.59789473684
2024-02-04,Spain,22137.59789473684
2024-02-05,Spain,22137.59789473684
2024-02-06,Spain,22137.59789473684
2024-02-07,Spain,22137.59789473684
2024-02-08,Spain,22137.59789473684
2024-02-09,Spain,22137.59789473684
2024-02-10,Spain,22138.452631578948
2024-02-11,Spain,22138.452631578948
2024-02-12,Spain,22138.452631578948
2024-02-13,Spain,22138.452631578948
2024-02-14,Spain,22138.452631578948
2024-02-15,Spain,22140.065263157896
2024-02-16,Spain,22141.541052631575
2024-02-17,Spain,22141.541052631575
2024-02-18,Spain,22143.745263157893
2024-02-19,Spain,22143.745263157893
2024-02-20,Spain,22144.294736842105
2024-02-21,Spain,22146.753684210526
2024-02-22,Spain,22147.95578947368
2024-02-23,Spain,22147.95578947368
2024-02-24,Spain,22148.301052631574
2024-02-25,Spain,22152.875789473685
2024-02-26,Spain,22152.875789473685
2024-02-27,Spain,22153.627368421054
2024-02-28,Spain,22153.627368421054
2024-02-29,Spain,22154.66105263158
2024-03-01,Spain,22154.66105263158
2024-03-02,Spain,22156.212631578946
2024-03-03,Spain,22156.212631578946
2024-03-04,Spain,22157.43157894737
2024-03-05,Spain,22157.64210526316
2024-03-06,Spain,22158.336842105266
2024-03-07,Spain,22159.315789473687
2024-03-08,Spain,22160.755789473686
2024-03-09,Spain,22160.755789473686
2024-03-10,Spain,22160.755789473686
2024-03-11,Spain,22160.755789473686
2024-03-12,Spain,22162.06947368421
2024-03-13,Spain,22162.06947368421
2024-03-14,Spain,22163.966315789472
2024-03-15,Spain,22163.966315789472
2024-03-16,Spain,22164.336842105266
2024-03-17,Spain,22164.505263157895
2024-03-18,Spain,22164.760000000002
2024-03-19,Spain,22167.193684210528
2024-03-20,Spain,22167.193684210528
2024-03-21,Spain,22167.193684210528
2024-03-22,Spain,22167.193684210528
2024-03-23,Spain,22167.69052631579
2024-03-24,Spain,22167.69052631579
2024-03-25,Spain,22169.991578947367
2024-03-26,Spain,22170.134736842105
2024-03-27,Spain,22170.134736842105
2024-03-28,Spain,22170.134736842105
2024-03-29,Spain,22171.772631578948
2024-03-30,Spain,22174.174736842102
2024-03-31,Spain,22174.174736842102
2024-04-01,Spain,22175.120000000003
2024-04-02,Spain,22175.120000000003
2024-04-03,Spain,22175.856842105266
2024-04-04,Spain,22176.225263157896
2024-04-05,Spain,22176.785263157893
2024-04-06,Spain,22176.785263157893
2024-04-07,Spain,22176.785263157893
2024-04-08,Spain,22178.174736842102
2024-04-09,Spain,22178.174736842102
2024-04-10,Spain,22180.65052631579
2024-04-11,Spain,22181.932631578944
2024-04-12,Spain,22181.932631578944
2024-04-13,Spain,22181.932631578944
2024-04-14,Spain,22184.707368421055
2024-04-15,Spain,22184.707368421055
2024-04-16,Spain,22184.707368421055
2024-04-17,Spain,22186.305263157898
2024-04-18,Spain,22186.536842105263
2024-04-19,Spain,22187.395789473685
2024-04-20,Spain,22187.46736842105
2024-04-21,Spain,22187.686315789473
2024-04-22,Spain,22188.762105263162
2024-04-23,Spain,22190.216842105263
2024-04-24,Spain,22190.216842105263
2024-04-25,Spain,22190.216842105263
2024-04-26,Spain,22191.435789473682
2024-04-27,Spain,22193.20631578947
2024-04-28,Spain,22193.20631578947
2024-04-29,Spain,22193.20631578947
2024-04-30,Spain,22193.20631578947
2024-05-01,Spain,22193.20631578947
2024-05-02,Spain,22193.20631578947
2024-05-03,Spain,22194.096842105264
2024-05-04,Spain,22194.096842105264
2024-05-05,Spain,22195.995789473684
2024-05-06,Spain,22195.995789473684
2024-05-07,Spain,22196.755789473686
2024-05-08,Spain,22196.755789473686
2024-05-09,Spain,22197.427368421053
2024-05-10,Spain,22197.427368421053
2024-05-11,Spain,22197.427368421053
2024-05-12,Spain,22197.427368421053
2024-05-13,Spain,22197.795789473683
2024-05-14,Spain,22200.99368421053
2024-05-15,Spain,22200.99368421053
2024-05-16,Spain,22202.416842105264
2024-05-17,Spain,22202.416842105264
2024-05-18,Spain,22202.58105263158
2024-05-19,Spain,22202.58105263158
2024-05-20,Spain,22202.58105263158
2024-05-21,Spain,22205.117894736843
2024-05-22,Spain,22205.117894736843
2024-05-23,Spain,22208.044210526314
2024-05-24,Spain,22208.044210526314
2024-05-25,Spain,22208.15789473684
2024-05-26,Spain,22208.15789473684
2024-05-27,Spain,22208.15789473684
2024-05-28,Spain,22208.745263157896
2024-05-29,Spain,22208.745263157896
2024-05-30,Spain,22210.079999999998
2024-05-31,Spain,22210.079999999998
2024-06-01,Spain,22210.47789473684
2024-06-02,Spain,22210.894736842103
2024-06-03,Spain,22213.884210526314
2024-06-04,Spain,22214.612631578948
2024-06-05,Spain,22214.612631578948
2024-06-06,Spain,22214.612631578948
2024-06-07,Spain,22214.612631578948
2024-06-08,Spain,22216.631578947367
2024-06-09,Spain,22217.555789473685
2024-06-10,Spain,22217.555789473685
2024-06-11,Spain,22217.785263157893
2024-06-12,Spain,22218.72
2024-06-13,Spain,22218.72
2024-06-14,Spain,22218.81684210526
2024-06-15,Spain,22218.81684210526
2024-06-16,Spain,22218.964210526316
2024-06-17,Spain,22220.63157894737
2024-06-18,Spain,22220.63157894737
2024-06-19,Spain,22220.63157894737
2024-06-20,Spain,22222.395789473685
2024-06-21,Spain,22222.395789473685
2024-06-22,Spain,22224.282105263155
2024-06-23,Spain,22226.77052631579
2024-06-24,Spain,22226.77052631579
2024-06-25,Spain,22226.77052631579
2024-06-26,Spain,22228.553684210525
2024-06-27,Spain,22230.38105263158
2024-06-28,Spain,22230.98736842105
2024-06-29,Spain,22232.336842105266
2024-06-30,Spain,22232.336842105266
2024-07-01,Spain,22233.054736842107
2024-07-02,Spain,22233.054736842107
2024-07-03,Spain,22234.326315789476
2024-07-04,Spain,22234.326315789476
2024-07-05,Spain,22234.326315789476
2024-07-06,Spain,22234.726315789474
2024-07-07,Spain,22234.726315789474
2024-07-08,Spain,22237.31789473684
2024-07-09,Spain,22237.31789473684
2024-07-10,Spain,22237.31789473684
2024-07-11,Spain,22237.31789473684
2024-07-12,Spain,22237.31789473684
2024-07-13,Spain,22237.31789473684
2024-07-14,Spain,22238.383157894736
2024-07-15,Spain,22238.991578947367
2024-07-16,Spain,22239.38736842105
2024-07-17,Spain,22240.13684210526
2024-07-18,Spain,22242.32
2024-07-19,Spain,22242.32
2024-07-20,Spain,22242.32
2024-07-21,Spain,22243.873684210528
2024-07-22,Spain,22243.873684210528
2024-07-23,Spain,22243.873684210528
2024-07-24,Spain,22243.873684210528
2024-07-25,Spain,22245.76842105263
2024-07-26,Spain,22245.76842105263
2024-07-27,Spain,22247.450526315788
2024-07-28,Spain,22248.43789473684
2024-07-29,Spain,22248.43789473684
2024-07-30,Spain,22248.43789473684
2024-07-31,Spain,22248.43789473684
2024-08-01,Spain,22248.43789473684
2024-08-02,Spain,22248.45894736842
2024-08-03,Spain,22248.45894736842
2024-08-04,Spain,22248.45894736842
2024-08-05,Spain,22248.45894736842
2024-08-06,Spain,22250.976842105265
2024-08-07,Spain,22250.976842105265
2024-08-08,Spain,22250.976842105265
2024-08-09,Spain,22250.976842105265
2024-08-10,Spain,22250.976842105265
2024-08-11,Spain,22251.16210526316
2024-08-12,Spain,22251.983157894738
2024-08-13,Spain,22251.983157894738
2024-08-14,Spain,22251.983157894738
2024-08-15,Spain,22251.983157894738
2024-08-16,Spain,22253.25894736842
2024-08-17,Spain,22253.25894736842
2024-08-18,Spain,22253.25894736842
2024-08-19,Spain,22253.25894736842
2024-08-20,Spain,22253.25894736842
2024-08-21,Spain,22254.343157894735
2024-08-22,Spain,22254.343157894735
2024-08-23,Spain,22256.564210526318
2024-08-24,Spain,22256.884210526314
2024-08-25,Spain,22258.07578947368
2024-08-26,Spain,22258.07578947368
2024-08-27,Spain,22258.07578947368
2024-08-28,Spain,22258.07578947368
2024-08-29,Spain,22258.07578947368
2024-08-30,Spain,22259.046315789474
2024-08-31,Spain,22259.345263157895
2024-09-01,Spain,22259.84
2024-09-02,Spain,22259.84
2024-09-03,Spain,22259.84
2024-09-04,Spain,22261.50736842105
2024-09-05,Spain,22261.50736842105
2024-09-06,Spain,22261.50736842105
2024-09-07,Spain,22264.120000000003
2024-09-08,Spain,22265.126315789475
2024-09-09,Spain,22266.637894736843
2024-09-10,Spain,22266.637894736843
2024-09-11,Spain,22266.637894736843
2024-09-12,Spain,22266.637894736843
2024-09-13,Spain,22267.07789473684
2024-09-14,Spain,22269.111578947366
2024-09-15,Spain,22271.873684210528
2024-09-16,Spain,22271.873684210528
2024-09-17,Spain,22272.84842105263
2024-09-18,Spain,22272.84842105263
2024-09-19,Spain,22272.84842105263
2024-09-20,Spain,22272.84842105263
2024-09-21,Spain,22272.84842105263
2024-09-22,Spain,22272.84842105263
2024-09-23,Spain,22276.755789473686
2024-09-24,Spain,22276.755789473686
2024-09-25,Spain,22279.526315789473
2024-09-26,Spain,22279.526315789473
2024-09-27,Spain,22280.246315789474
2024-09-28,Spain,22280.246315789474
2024-09-29,Spain,22283.6
2024-09-30,Spain,22284.543157894735
2024-10-01,Spain,22284.543157894735
2024-10-02,Spain,22284.56631578947
2024-10-03,Spain,22285.842105263157
2024-10-04,Spain,22285.842105263157
2024-10-05,Spain,22288.195789473684
2024-10-06,Spain,22288.195789473684
2024-10-07,Spain,22288.195789473684
2024-10-08,Spain,22288.195789473684
2024-10-09,Spain,22288.195789473684
2024-10-10,Spain,22290.166315789473
2024-10-11,Spain,22290.2
2024-10-12,Spain,22290.2
2024-10-13,Spain,22290.2
2024-10-14,Spain,22290.2
2024-10-15,Spain,22291.953684210526
2024-10-16,Spain,22291.953684210526
2024-10-17,Spain,22291.953684210526
2024-10-18,Spain,22293.814736842105
2024-10-19,Spain,22293.814736842105
2024-10-20,Spain,22296.572631578947
2024-10-21,Spain,22299.461052631574
2024-10-22,Spain,22299.905263157896
2024-10-23,Spain,22299.905263157896
2024-10-24,Spain,22299.905263157896
2024-10-25,Spain,22301.427368421053
2024-10-26,Spain,22302.692631578942
2024-10-27,Spain,22302.692631578942
2024-10-28,Spain,22303.938947368424
2024-10-29,Spain,22304.012631578946
2024-10-30,Spain,22304.012631578946
2024-10-31,Spain,22304.92421052632
2024-11-01,Spain,22304.92421052632
2024-11-02,Spain,22304.947368421053
2024-11-03,Spain,22304.947368421053
2024-11-04,Spain,22307.825263157898
2024-11-05,Spain,22308.063157894736
2024-11-06,Spain,22308.063157894736
2024-11-07,Spain,22308.063157894736
2024-11-08,Spain,22311.18315789474
2024-11-09,Spain,22311.18315789474
2024-11-10,Spain,22311.18315789474
2024-11-11,Spain,22311.423157894737
2024-11-12,Spain,22312.10736842105
2024-11-13,Spain,22312.776842105264
2024-11-14,Spain,22312.776842105264
2024-11-15,Spain,22312.776842105264
2024-11-16,Spain,22312.776842105264
2024-11-17,Spain,22314.05263157895
2024-11-18,Spain,22314.05263157895
2024-11-19,Spain,22314.991578947367
2024-11-20,Spain,22320.328421052633
2024-11-21,Spain,22320.81263157895
2024-11-22,Spain,22321.225263157896
2024-11-23,Spain,22321.517894736844
2024-11-24,Spain,22321.517894736844
2024-11-25,Spain,22323.193684210528
2024-11-26,Spain,22323.193684210528
2024-11-27,Spain,22326.273684210526
2024-11-28,Spain,22326.273684210526
2024-11-29,Spain,22329.103157894737
2024-11-30,Spain,22329.103157894737
2024-12-01,Spain,22330.667368421055
2024-12-02,Spain,22330.667368421055
2024-12-03,Spain,22333.334736842102
2024-12-04,Spain,22336.717894736845
2024-12-05,Spain,22336.867368421055
2024-12-06,Spain,22336.867368421055
2024-12-07,Spain,22336.867368421055
2024-12-08,Spain,22336.875789473685
2024-12-09,Spain,22337.212631578946
2024-12-10,Spain,22338.084210526315
2024-12-11,Spain,22339.343157894735
2024-12-12,Spain,22339.343157894735
2024-12-13,Spain,22339.652631578945
2024-12-14,Spain,22339.652631578945
2024-12-15,Spain,22339.652631578945
2024-12-16,Spain,22341.787368421054
2024-12-17,Spain,22341.787368421054
2024-12-18,Spain,22341.787368421054
2024-12-19,Spain,22341.787368421054
2024-12-20,Spain,22341.787368421054
2024-12-21,Spain,22341.787368421054
2024-12-22,Spain,22341.787368421054
2024-12-23,Spain,22345.621052631577
2024-12-24,Spain,22345.621052631577
2024-12-25,Spain,22345.621052631577
2024-12-26,Spain,22346.968421052632
2024-12-27,Spain,22346.968421052632
2024-12-28,Spain,22347.57894736842
2024-12-29,Spain,22347.57894736842
2024-12-30,Spain,22347.57894736842
2024-12-31,Spain,22347.57894736842
2020-01-01,Poland,0.0
2020-01-02,Poland,0.0
2020-01-03,Poland,1.3209549071618036
2020-01-04,Poland,2.8859416445623345
2020-01-05,Poland,2.8859416445623345
2020-01-06,Poland,3.93368700265252
2020-01-07,Poland,7.066312997347479
2020-01-08,Poland,9.24137931034483
2020-01-09,Poland,10.915119363395226
2020-01-10,Poland,12.596816976127322
2020-01-11,Poland,12.596816976127322
2020-01-12,Poland,14.785145888594164
2020-01-13,Poland,14.785145888594164
2020-01-14,Poland,15.084880636604774
2020-01-15,Poland,15.273209549071618
2020-01-16,Poland,15.273209549071618
2020-01-17,Poland,16.07161803713528
2020-01-18,Poland,19.607427055702917
2020-01-19,Poland,20.17241379310345
2020-01-20,Poland,20.17241379310345
2020-01-21,Poland,21.24933687002653
2020-01-22,Poland,23.838196286472147
2020-01-23,Poland,25.49071618037135
2020-01-24,Poland,26.920424403183024
2020-01-25,Poland,26.920424403183024
2020-01-26,Poland,29.283819628647215
2020-01-27,Poland,31.710875331564985
2020-01-28,Poland,35.53580901856763
2020-01-29,Poland,39.679045092838194
2020-01-30,Poland,42.69761273209549
2020-01-31,Poland,42.69761273209549
2020-02-01,Poland,42.69761273209549
2020-02-02,Poland,43.30238726790451
2020-02-03,Poland,46.14854111405835
2020-02-04,Poland,47.45888594164456
2020-02-05,Poland,52.09283819628647
2020-02-06,Poland,55.22546419098144
2020-02-07,Poland,58.6737400530504
2020-02-08,Poland,62.84350132625995
2020-02-09,Poland,66.52519893899203
2020-02-10,Poland,67.67374005305041
2020-02-11,Poland,74.87002652519894
2020-02-12,Poland,80.70822281167108
2020-02-13,Poland,86.79310344827586
2020-02-14,Poland,89.56763925729443
2020-02-15,Poland,90.82493368700266
2020-02-16,Poland,92.77188328912466
2020-02-17,Poland,95.58355437665782
2020-02-18,Poland,101.52785145888596
2020-02-19,Poland,107.6790450928382
2020-02-20,Poland,114.86737400530504
2020-02-21,Poland,123.28912466843501
2020-02-22,Poland,129.42440318302388
2020-02-23,Poland,135.50132625994695
2020-02-24,Poland,140.68169761273208
2020-02-25,Poland,146.10344827586206
2020-02-26,Poland,150.47745358090188
2020-02-27,Poland,157.6100795755968
2020-02-28,Poland,164.6604774535809
2020-02-29,Poland,170.81962864721484
2020-03-01,Poland,176.57559681697612
2020-03-02,Poland,184.48806366047745
2020-03-03,Poland,193.92042440318306
2020-03-04,Poland,201.70557029177718
2020-03-05,Poland,210.026525198939
2020-03-06,Poland,217.3023872679045
2020-03-07,Poland,225.26525198938992
2020-03-08,Poland,233.3554376657825
2020-03-09,Poland,241.7241379310345
2020-03-10,Poland,249.84615384615387
2020-03-11,Poland,259.71883289124673
2020-03-12,Poland,271.2042440318302
2020-03-13,Poland,279.48806366047745
2020-03-14,Poland,291.58620689655174
2020-03-15,Poland,301.16180371352783
2020-03-16,Poland,311.0212201591512
2020-03-17,Poland,318.3713527851459
2020-03-18,Poland,325.54376657824935
2020-03-19,Poland,337.76127320954913
2020-03-20,Poland,347.40848806366046
2020-03-21,Poland,360.17241379310343
2020-03-22,Poland,371.9973474801061
2020-03-23,Poland,384.33952254641906
2020-03-24,Poland,398.5437665782493
2020-03-25,Poland,410.80106100795757
2020-03-26,Poland,418.3793103448276
2020-03-27,Poland,428.48541114058355
2020-03-28,Poland,442.92307692307696
2020-03-29,Poland,459.10875331564984
2020-03-30,Poland,472.2732095490716
2020-03-31,Poland,484.684350132626
2020-04-01,Poland,496.2068965517242
2020-04-02,Poland,510.84880636604777
2020-04-03,Poland,522.0610079575597
2020-04-04,Poland,534.2625994694961
2020-04-05,Poland,548.7108753315649
2020-04-06,Poland,563.2387267904509
2020-04-07,Poland,577.3368700265253
2020-04-08,Poland,593.5676392572944
2020-04-09,Poland,606.3793103448276
2020-04-10,Poland,619.368700265252
2020-04-11,Poland,633.6259946949602
2020-04-12,Poland,648.7029177718833
2020-04-13,Poland,663.2334217506631
2020-04-14,Poland,681.3846153846155
2020-04-15,Poland,695.6206896551723
2020-04-16,Poland,711.7931034482759
2020-04-17,Poland,726.132625994695
2020-04-18,Poland,741.8832891246684
2020-04-19,Poland,756.4801061007958
2020-04-20,Poland,771.159151193634
2020-04-21,Poland,788.9151193633953
2020-04-22,Poland,803.660477453581
2020-04-23,Poland,821.5198938992041
2020-04-24,Poland,835.5915119363395
2020-04-25,Poland,850.0344827586207
2020-04-26,Poland,866.8381962864721
2020-04-27,Poland,878.0954907161804
2020-04-28,Poland,890.5145888594164
2020-04-29,Poland,905.4403183023873
2020-04-30,Poland,920.9787798408488
2020-05-01,Poland,936.5649867374007
2020-05-02,Poland,950.6737400530504
2020-05-03,Poland,962.9575596816976
2020-05-04,Poland,978.6047745358089
2020-05-05,Poland,993.527851458886
2020-05-06,Poland,1005.8885941644564
2020-05-07,Poland,1019.9814323607428
2020-05-08,Poland,1036.5729442970821
2020-05-09,Poland,1050.4111405835542
2020-05-10,Poland,1062.058355437666
2020-05-11,Poland,1074.710875331565
2020-05-12,Poland,1087.2732095490715
2020-05-13,Poland,1100.7506631299734
2020-05-14,Poland,1114.9098143236072
2020-05-15,Poland,1126.0265251989388
2020-05-16,Poland,1137.3846153846155
2020-05-17,Poland,1151.1273209549072
2020-05-18,Poland,1164.230769230769
2020-05-19,Poland,1178.079575596817
2020-05-20,Poland,1187.344827586207
2020-05-21,Poland,1197.1724137931035
2020-05-22,Poland,1209.8249336870028
2020-05-23,Poland,1219.2201591511935
2020-05-24,Poland,1230.3687002652518
2020-05-25,Poland,1240.7029177718832
2020-05-26,Poland,1249.7320954907161
2020-05-27,Poland,1261.9681697612732
2020-05-28,Poland,1271.6737400530506
2020-05-29,Poland,1280.3846153846155
2020-05-30,Poland,1289.4031830238728
2020-05-31,Poland,1298.8249336870028
2020-06-01,Poland,1305.183023872679
2020-06-02,Poland,1312.4164456233423
2020-06-03,Poland,1318.7718832891248
2020-06-04,Poland,1323.6180371352787
2020-06-05,Poland,1333.029177718833
2020-06-06,Poland,1342.923076923077
2020-06-07,Poland,1352.2148541114059
2020-06-08,Poland,1356.6843501326262
2020-06-09,Poland,1364.3076923076922
2020-06-10,Poland,1372.1485411140584
2020-06-11,Poland,1377.8328912466845
2020-06-12,Poland,1385.4641909814322
2020-06-13,Poland,1389.8832891246684
2020-06-14,Poland,1394.161803713528
2020-06-15,Poland,1398.6153846153845
2020-06-16,Poland,1403.0450928381965
2020-06-17,Poland,1406.8355437665784
2020-06-18,Poland,1413.4933687002654
2020-06-19,Poland,1416.8090185676392
2020-06-20,Poland,1420.8832891246686
2020-06-21,Poland,1424.5119363395227
2020-06-22,Poland,1432.3713527851457
2020-06-23,Poland,1435.2519893899203
2020-06-24,Poland,1440.0928381962863
2020-06-25,Poland,1446.8594164456233
2020-06-26,Poland,1448.816976127321
2020-06-27,Poland,1451.1671087533155
2020-06-28,Poland,1454.1458885941643
2020-06-29,Poland,1455.442970822281
2020-06-30,Poland,1460.549071618037
2020-07-01,Poland,1462.8885941644564
2020-07-02,Poland,1467.4615384615386
2020-07-03,Poland,1471.1034482758619
2020-07-04,Poland,1473.835543766578
2020-07-05,Poland,1477.899204244032
2020-07-06,Poland,1479.9018567639257
2020-07-07,Poland,1483.8912466843499
2020-07-08,Poland,1484.1273209549072
2020-07-09,Poland,1485.1405835543767
2020-07-10,Poland,1489.0663129973475
2020-07-11,Poland,1489.0663129973475
2020-07-12,Poland,1491.6870026525198
2020-07-13,Poland,1492.8594164456233
2020-07-14,Poland,1493.7453580901856
2020-07-15,Poland,1494.3236074270558
2020-07-16,Poland,1497.8806366047745
2020-07-17,Poland,1497.8806366047745
2020-07-18,Poland,1500.6127320954906
2020-07-19,Poland,1502.7374005305041
2020-07-20,Poland,1503.4217506631298
2020-07-21,Poland,1504.5729442970821
2020-07-22,Poland,1506.89124668435
2020-07-23,Poland,1507.1724137931035
2020-07-24,Poland,1507.1724137931035
2020-07-25,Poland,1508.716180371353
2020-07-26,Poland,1508.716180371353
2020-07-27,Poland,1509.1326259946948
2020-07-28,Poland,1510.230769230769
2020-07-29,Poland,1512.3501326259948
2020-07-30,Poland,1516.0954907161804
2020-07-31,Poland,1517.5702917771882
2020-08-01,Poland,1518.681697612732
2020-08-02,Poland,1520.8567639257292
2020-08-03,Poland,1522.2042440318303
2020-08-04,Poland,1522.2042440318303
2020-08-05,Poland,1522.2042440318303
2020-08-06,Poland,1522.2042440318303
2020-08-07,Poland,1524.1671087533155
2020-08-08,Poland,1527.0159151193636
2020-08-09,Poland,1528.46949602122
2020-08-10,Poland,1528.46949602122
2020-08-11,Poland,1530.6259946949604
2020-08-12,Poland,1530.6259946949604
2020-08-13,Poland,1531.9787798408488
2020-08-14,Poland,1531.9787798408488
2020-08-15,Poland,1531.9787798408488
2020-08-16,Poland,1531.9787798408488
2020-08-17,Poland,1533.0689655172416
2020-08-18,Poland,1533.153846153846
2020-08-19,Poland,1534.95225464191
2020-08-20,Poland,1534.95225464191
2020-08-21,Poland,1536.9098143236072
2020-08-22,Poland,1537.2148541114059
2020-08-23,Poland,1540.4270557029179
2020-08-24,Poland,1543.3315649867375
2020-08-25,Poland,1544.4005305039786
2020-08-26,Poland,1546.0212201591512
2020-08-27,Poland,1547.9071618037137
2020-08-28,Poland,1550.1909814323608
2020-08-29,Poland,1551.4111405835542
2020-08-30,Poland,1554.7904509283821
2020-08-31,Poland,1555.7904509283821
2020-09-01,Poland,1555.7904509283821
2020-09-02,Poland,1558.0954907161804
2020-09-03,Poland,1559.941644562334
2020-09-04,Poland,1563.3103448275865
2020-09-05,Poland,1566.4058355437667
2020-09-06,Poland,1568.8806366047743
2020-09-07,Poland,1571.4164456233423
2020-09-08,Poland,1574.082228116711
2020-09-09,Poland,1575.6498673740055
2020-09-10,Poland,1576.4721485411142
2020-09-11,Poland,1578.0106100795756
2020-09-12,Poland,1580.7798408488065
2020-09-13,Poland,1580.7798408488065
2020-09-14,Poland,1583.2652519893898
2020-09-15,Poland,1585.0450928381965
2020-09-16,Poland,1588.3209549071616
2020-09-17,Poland,1590.6259946949601
2020-09-18,Poland,1594.4111405835542
2020-09-19,Poland,1597.8965517241381
2020-09-20,Poland,1603.8620689655174
2020-09-21,Poland,1607.4774535809017
2020-09-22,Poland,1611.4058355437667
2020-09-23,Poland,1615.9098143236076
2020-09-24,Poland,1617.766578249337
2020-09-25,Poland,1620.9389920424405
2020-09-26,Poland,1628.1220159151196
2020-09-27,Poland,1634.0848806366048
2020-09-28,Poland,1639.5782493368702
2020-09-29,Poland,1646.7904509283817
2020-09-30,Poland,1652.2758620689656
2020-10-01,Poland,1657.862068965517
2020-10-02,Poland,1663.5782493368702
2020-10-03,Poland,1667.2599469496022
2020-10-04,Poland,1675.3103448275863
2020-10-05,Poland,1681.8647214854113
2020-10-06,Poland,1688.7984084880634
2020-10-07,Poland,1695.604774535809
