DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,NL34,2021,40000,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,NL34,2022,45900,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,NL35,2019,57400,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,NL35,2020,58200,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,NL35,2021,62500,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,NL35,2022,66500,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,NL36,2019,46400,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,NL36,2020,45700,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,NL36,2021,49300,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,NL36,2022,53900,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,NL4,2019,46700,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,NL4,2020,46200,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,NL4,2021,50400,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,NL4,2022,53700,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,NL41,2019,49000,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,NL41,2020,48700,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,NL41,2021,53000,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,NL41,2022,56700,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,NL42,2019,41400,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,NL42,2020,40500,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,NL42,2021,44200,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,NL42,2022,46500,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,NO,2019,68300,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,NO,2020,60000,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,NO,2021,78700,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,NO0,2019,58300,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,NO0,2020,53300,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,NO0,2021,59400,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,NO02,2019,44600,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,NO02,2020,42200,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,NO02,2021,48100,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,NO06,2019,54400,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,NO06,2020,49900,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,NO06,2021,55300,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,NO07,2019,53500,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,NO07,2020,47500,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,NO07,2021,54200,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,NO08,2019,67700,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,NO08,2020,62300,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,NO08,2021,67700,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,NO09,2019,45700,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,NO09,2020,41800,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,NO09,2021,49000,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,NO0A,2019,58500,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,NO0A,2020,52900,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,NO0A,2021,59300,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL,2019,14200,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL,2020,14300,b,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL,2021,15800,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL,2022,17500,b,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL2,2019,13800,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL2,2020,13700,b,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL2,2021,15400,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL2,2022,17100,b,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL21,2019,12900,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL21,2020,12900,b,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL21,2021,14400,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL21,2022,15600,b,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL22,2019,14400,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL22,2020,14300,b,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL22,2021,16200,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL22,2022,18300,b,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL4,2019,13700,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL4,2020,13900,b,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL4,2021,15200,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL4,2022,16600,b,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL41,2019,15300,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL41,2020,15300,b,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL41,2021,16700,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL41,2022,18300,b,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL42,2019,11800,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL42,2020,12100,b,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL42,2021,13300,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL42,2022,14400,b,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL43,2019,11500,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL43,2020,11800,b,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL43,2021,13000,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL43,2022,14300,b,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL5,2019,14500,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL5,2020,14700,b,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL5,2021,16400,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL5,2022,17800,b,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL51,2019,15500,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL51,2020,15600,b,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL51,2021,17500,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL51,2022,18900,b,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL52,2019,11500,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL52,2020,11600,b,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL52,2021,13200,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL52,2022,14200,b,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL6,2019,11900,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL6,2020,12100,b,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL6,2021,13500,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL6,2022,15200,b,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL61,2019,11300,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL61,2020,11800,b,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL61,2021,13000,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL61,2022,14500,b,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL62,2019,9800,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL62,2020,10400,b,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL62,2021,11400,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL62,2022,12500,b,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL63,2019,13700,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL63,2020,13400,b,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL63,2021,15100,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL63,2022,17300,b,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL7,2019,12300,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL7,2020,12800,b,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL7,2021,14000,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL7,2022,15300,b,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL71,2019,13400,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL71,2020,13800,b,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL71,2021,15000,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL71,2022,16500,b,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL72,2019,10300,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL72,2020,10800,b,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL72,2021,11800,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL72,2022,12800,b,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL8,2019,10100,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL8,2020,10400,b,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL8,2021,11400,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL8,2022,12600,b,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL81,2019,9800,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL81,2020,10100,b,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL81,2021,11100,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL81,2022,12300,b,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL82,2019,10100,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL82,2020,10200,b,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL82,2021,11400,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL82,2022,12400,b,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL84,2019,10600,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL84,2020,11100,b,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL84,2021,12000,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL84,2022,13600,b,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL9,2019,22800,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL9,2020,22200,b,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL9,2021,24000,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL9,2022,27000,b,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL91,2019,30600,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL91,2020,28900,b,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL91,2021,30900,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL91,2022,33900,b,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL92,2019,12500,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL92,2020,12600,b,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL92,2021,14000,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PL92,2022,16500,b,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PT,2019,20700,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PT,2020,19400,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PT,2021,20800,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PT,2022,23300,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PT1,2019,20800,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PT1,2020,19400,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PT1,2021,20900,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PT1,2022,23300,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PT11,2019,17700,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PT11,2020,16900,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PT11,2021,18200,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PT11,2022,20000,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PT15,2019,21900,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PT15,2020,18000,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PT15,2021,20000,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PT15,2022,25300,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PT19,2019,18200,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PT19,2020,17600,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PT19,2021,18800,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PT19,2022,20400,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PT1A,2019,32000,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PT1A,2020,29600,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PT1A,2021,31600,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PT1A,2022,36300,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PT1B,2019,14500,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PT1B,2020,13700,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PT1B,2021,14700,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PT1B,2022,16100,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PT1C,2019,19100,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PT1C,2020,17300,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PT1C,2021,19700,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PT1C,2022,22200,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PT1D,2019,17000,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PT1D,2020,16300,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PT1D,2021,16900,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PT1D,2022,17900,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PT2,2019,18300,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PT2,2020,16800,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PT2,2021,18400,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PT2,2022,20300,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PT20,2019,18300,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PT20,2020,16800,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PT20,2021,18400,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PT20,2022,20300,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PT3,2019,20400,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PT3,2020,17600,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PT3,2021,20100,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PT3,2022,24700,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PT30,2019,20400,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PT30,2020,17600,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PT30,2021,20100,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,PT30,2022,24700,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,RO,2019,11500,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,RO,2020,11400,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,RO,2021,12600,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,RO,2022,14700,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,RO1,2019,10800,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,RO1,2020,10700,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,RO1,2021,11800,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,RO1,2022,13400,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,RO11,2019,10700,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,RO11,2020,10700,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,RO11,2021,11700,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,RO11,2022,13500,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,RO12,2019,10800,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,RO12,2020,10800,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,RO12,2021,11800,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,RO12,2022,13300,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,RO2,2019,8200,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,RO2,2020,8100,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,RO2,2021,8900,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,RO2,2022,9900,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,RO21,2019,7300,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,RO21,2020,7400,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,RO21,2021,7900,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,RO21,2022,8800,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,RO22,2019,9200,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,RO22,2020,8900,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,RO22,2021,10200,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,RO22,2022,11600,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,RO3,2019,16600,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,RO3,2020,16400,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,RO3,2021,18400,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,RO3,2022,22200,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,RO31,2019,8700,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,RO31,2020,8600,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,RO31,2021,9500,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,RO31,2022,11400,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,RO32,2019,26500,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,RO32,2020,26200,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,RO32,2021,29500,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,RO32,2022,35900,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,RO4,2019,10300,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,RO4,2020,10000,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,RO4,2021,11100,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,RO4,2022,13200,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,EUR_HAB,RO41,2019,9000,,
