fecha,comunidad_autonoma,sexo,grupo_edad,num_casos,num_hosp,num_uci,num_def
2023-01-01,Basque Country,M,80+,1306,261,46,33
2023-01-01,Basque Country,F,0-19,351,28,5,0
2023-01-01,Basque Country,F,20-39,489,53,9,3
2023-01-01,Basque Country,F,40-59,588,82,14,8
2023-01-01,Basque Country,F,60-79,763,129,23,15
2023-01-01,Basque Country,F,80+,1018,203,36,26
2023-02-01,Basque Country,M,0-19,379,30,5,0
2023-02-01,Basque Country,M,20-39,535,58,10,4
2023-02-01,Basque Country,M,40-59,737,103,18,10
2023-02-01,Basque Country,M,60-79,894,151,27,17
2023-02-01,Basque Country,M,80+,1192,238,42,30
2023-02-01,Basque Country,F,0-19,328,26,4,0
2023-02-01,Basque Country,F,20-39,418,45,8,3
2023-02-01,Basque Country,F,40-59,583,81,14,8
2023-02-01,Basque Country,F,60-79,698,118,21,13
2023-02-01,Basque Country,F,80+,1002,200,36,26
2023-03-01,Basque Country,M,0-19,380,30,5,0
2023-03-01,Basque Country,M,20-39,509,55,9,4
2023-03-01,Basque Country,M,40-59,600,84,15,8
2023-03-01,Basque Country,M,60-79,797,135,24,15
2023-03-01,Basque Country,M,80+,1093,218,39,28
2023-03-01,Basque Country,F,0-19,267,21,3,0
2023-03-01,Basque Country,F,20-39,393,43,7,3
2023-03-01,Basque Country,F,40-59,533,74,13,7
2023-03-01,Basque Country,F,60-79,648,110,19,12
2023-03-01,Basque Country,F,80+,872,174,31,22
2023-04-01,Basque Country,M,0-19,282,22,3,0
2023-04-01,Basque Country,M,20-39,458,50,9,3
2023-04-01,Basque Country,M,40-59,530,74,13,7
2023-04-01,Basque Country,M,60-79,697,118,21,13
2023-04-01,Basque Country,M,80+,928,185,33,24
2023-04-01,Basque Country,F,0-19,260,20,3,0
2023-04-01,Basque Country,F,20-39,328,36,6,2
2023-04-01,Basque Country,F,40-59,409,57,10,5
2023-04-01,Basque Country,F,60-79,585,99,17,11
2023-04-01,Basque Country,F,80+,791,158,28,20
2023-05-01,Basque Country,M,0-19,209,16,2,0
2023-05-01,Basque Country,M,20-39,315,34,6,2
2023-05-01,Basque Country,M,40-59,413,57,10,5
2023-05-01,Basque Country,M,60-79,598,101,18,11
2023-05-01,Basque Country,M,80+,694,138,24,18
2023-05-01,Basque Country,F,0-19,203,16,2,0
2023-05-01,Basque Country,F,20-39,238,26,4,1
2023-05-01,Basque Country,F,40-59,316,44,7,4
2023-05-01,Basque Country,F,60-79,436,74,13,8
2023-05-01,Basque Country,F,80+,602,120,21,15
2023-06-01,Basque Country,M,0-19,164,13,2,0
2023-06-01,Basque Country,M,20-39,258,28,5,2
2023-06-01,Basque Country,M,40-59,293,41,7,4
2023-06-01,Basque Country,M,60-79,368,62,11,7
2023-06-01,Basque Country,M,80+,590,118,21,15
2023-06-01,Basque Country,F,0-19,170,13,2,0
2023-06-01,Basque Country,F,20-39,236,25,4,1
2023-06-01,Basque Country,F,40-59,206,28,5,2
2023-06-01,Basque Country,F,60-79,346,58,10,6
2023-06-01,Basque Country,F,80+,484,96,17,12
2023-07-01,Basque Country,M,0-19,97,7,1,0
2023-07-01,Basque Country,M,20-39,183,20,3,1
2023-07-01,Basque Country,M,40-59,215,30,5,3
2023-07-01,Basque Country,M,60-79,347,58,10,6
2023-07-01,Basque Country,M,80+,459,91,16,11
2023-07-01,Basque Country,F,0-19,54,4,0,0
2023-07-01,Basque Country,F,20-39,224,24,4,1
2023-07-01,Basque Country,F,40-59,152,21,3,2
2023-07-01,Basque Country,F,60-79,268,45,8,5
2023-07-01,Basque Country,F,80+,358,71,12,9
2023-08-01,Basque Country,M,0-19,55,4,0,0
2023-08-01,Basque Country,M,20-39,136,14,2,1
2023-08-01,Basque Country,M,40-59,142,19,3,1
2023-08-01,Basque Country,M,60-79,211,35,6,4
2023-08-01,Basque Country,M,80+,274,54,9,7
2023-08-01,Basque Country,F,0-19,105,8,1,0
2023-08-01,Basque Country,F,20-39,101,11,1,0
2023-08-01,Basque Country,F,40-59,114,15,2,1
2023-08-01,Basque Country,F,60-79,192,32,5,3
2023-08-01,Basque Country,F,80+,236,47,8,6
2023-09-01,Basque Country,M,0-19,75,6,1,0
2023-09-01,Basque Country,M,20-39,56,6,1,0
2023-09-01,Basque Country,M,40-59,60,8,1,0
2023-09-01,Basque Country,M,60-79,104,17,3,2
2023-09-01,Basque Country,M,80+,148,29,5,3
2023-09-01,Basque Country,F,0-19,67,5,0,0
2023-09-01,Basque Country,F,20-39,91,10,1,0
2023-09-01,Basque Country,F,40-59,70,9,1,0
2023-09-01,Basque Country,F,60-79,142,24,4,2
2023-09-01,Basque Country,F,80+,178,35,6,4
2023-10-01,Basque Country,M,0-19,38,3,0,0
2023-10-01,Basque Country,M,20-39,20,2,0,0
2023-10-01,Basque Country,M,40-59,101,14,2,1
2023-10-01,Basque Country,M,60-79,69,11,1,1
2023-10-01,Basque Country,M,80+,102,20,3,2
2023-10-01,Basque Country,F,0-19,15,1,0,0
2023-10-01,Basque Country,F,20-39,9,0,0,0
2023-10-01,Basque Country,F,40-59,0,0,0,0
2023-10-01,Basque Country,F,60-79,77,13,2,1
2023-10-01,Basque Country,F,80+,57,11,1,1
2023-11-01,Basque Country,M,0-19,109,8,1,0
2023-11-01,Basque Country,M,20-39,0,0,0,0
2023-11-01,Basque Country,M,40-59,0,0,0,0
2023-11-01,Basque Country,M,60-79,54,9,1,1
2023-11-01,Basque Country,M,80+,100,20,3,2
2023-11-01,Basque Country,F,0-19,16,1,0,0
2023-11-01,Basque Country,F,20-39,37,4,0,0
2023-11-01,Basque Country,F,40-59,0,0,0,0
2023-11-01,Basque Country,F,60-79,12,2,0,0
2023-11-01,Basque Country,F,80+,12,2,0,0
2023-12-01,Basque Country,M,0-19,0,0,0,0
2023-12-01,Basque Country,M,20-39,16,1,0,0
2023-12-01,Basque Country,M,40-59,0,0,0,0
2023-12-01,Basque Country,M,60-79,0,0,0,0
2023-12-01,Basque Country,M,80+,12,2,0,0
2023-12-01,Basque Country,F,0-19,0,0,0,0
2023-12-01,Basque Country,F,20-39,22,2,0,0
2023-12-01,Basque Country,F,40-59,21,2,0,0
2023-12-01,Basque Country,F,60-79,43,7,1,0
2023-12-01,Basque Country,F,80+,45,9,1,1
2024-01-01,Basque Country,M,0-19,38,3,0,0
2024-01-01,Basque Country,M,20-39,6,0,0,0
2024-01-01,Basque Country,M,40-59,16,2,0,0
2024-01-01,Basque Country,M,60-79,25,4,0,0
2024-01-01,Basque Country,M,80+,18,3,0,0
2024-01-01,Basque Country,F,0-19,0,0,0,0
2024-01-01,Basque Country,F,20-39,0,0,0,0
2024-01-01,Basque Country,F,40-59,0,0,0,0
2024-01-01,Basque Country,F,60-79,20,3,0,0
2024-01-01,Basque Country,F,80+,8,1,0,0
2024-02-01,Basque Country,M,0-19,0,0,0,0
2024-02-01,Basque Country,M,20-39,0,0,0,0
2024-02-01,Basque Country,M,40-59,0,0,0,0
2024-02-01,Basque Country,M,60-79,33,5,0,0
2024-02-01,Basque Country,M,80+,8,1,0,0
2024-02-01,Basque Country,F,0-19,0,0,0,0
2024-02-01,Basque Country,F,20-39,26,2,0,0
2024-02-01,Basque Country,F,40-59,0,0,0,0
2024-02-01,Basque Country,F,60-79,0,0,0,0
2024-02-01,Basque Country,F,80+,35,7,1,0
2024-03-01,Basque Country,M,0-19,0,0,0,0
2024-03-01,Basque Country,M,20-39,0,0,0,0
2024-03-01,Basque Country,M,40-59,2,0,0,0
2024-03-01,Basque Country,M,60-79,36,6,1,0
2024-03-01,Basque Country,M,80+,3,0,0,0
2024-03-01,Basque Country,F,0-19,0,0,0,0
2024-03-01,Basque Country,F,20-39,17,1,0,0
2024-03-01,Basque Country,F,40-59,0,0,0,0
2024-03-01,Basque Country,F,60-79,58,9,1,1
2024-03-01,Basque Country,F,80+,2,0,0,0
2024-04-01,Basque Country,M,0-19,0,0,0,0
2024-04-01,Basque Country,M,20-39,11,1,0,0
2024-04-01,Basque Country,M,40-59,58,8,1,0
2024-04-01,Basque Country,M,60-79,48,8,1,0
2024-04-01,Basque Country,M,80+,56,11,1,1
2024-04-01,Basque Country,F,0-19,0,0,0,0
2024-04-01,Basque Country,F,20-39,27,2,0,0
2024-04-01,Basque Country,F,40-59,0,0,0,0
2024-04-01,Basque Country,F,60-79,7,1,0,0
2024-04-01,Basque Country,F,80+,0,0,0,0
2024-05-01,Basque Country,M,0-19,0,0,0,0
2024-05-01,Basque Country,M,20-39,0,0,0,0
2024-05-01,Basque Country,M,40-59,27,3,0,0
2024-05-01,Basque Country,M,60-79,24,4,0,0
2024-05-01,Basque Country,M,80+,8,1,0,0
2024-05-01,Basque Country,F,0-19,0,0,0,0
2024-05-01,Basque Country,F,20-39,0,0,0,0
2024-05-01,Basque Country,F,40-59,0,0,0,0
2024-05-01,Basque Country,F,60-79,26,4,0,0
2024-05-01,Basque Country,F,80+,35,7,1,0
2024-06-01,Basque Country,M,0-19,31,2,0,0
2024-06-01,Basque Country,M,20-39,0,0,0,0
2024-06-01,Basque Country,M,40-59,0,0,0,0
2024-06-01,Basque Country,M,60-79,0,0,0,0
2024-06-01,Basque Country,M,80+,42,8,1,1
2024-06-01,Basque Country,F,0-19,0,0,0,0
2024-06-01,Basque Country,F,20-39,0,0,0,0
2024-06-01,Basque Country,F,40-59,49,6,1,0
2024-06-01,Basque Country,F,60-79,38,6,1,0
2024-06-01,Basque Country,F,80+,0,0,0,0
2024-07-01,Basque Country,M,0-19,0,0,0,0
2024-07-01,Basque Country,M,20-39,0,0,0,0
2024-07-01,Basque Country,M,40-59,6,0,0,0
2024-07-01,Basque Country,M,60-79,48,8,1,0
2024-07-01,Basque Country,M,80+,12,2,0,0
2024-07-01,Basque Country,F,0-19,21,1,0,0
2024-07-01,Basque Country,F,20-39,35,3,0,0
2024-07-01,Basque Country,F,40-59,0,0,0,0
2024-07-01,Basque Country,F,60-79,22,3,0,0
2024-07-01,Basque Country,F,80+,0,0,0,0
2024-08-01,Basque Country,M,0-19,0,0,0,0
2024-08-01,Basque Country,M,20-39,0,0,0,0
2024-08-01,Basque Country,M,40-59,0,0,0,0
2024-08-01,Basque Country,M,60-79,15,2,0,0
2024-08-01,Basque Country,M,80+,3,0,0,0
2024-08-01,Basque Country,F,0-19,5,0,0,0
2024-08-01,Basque Country,F,20-39,58,6,1,0
2024-08-01,Basque Country,F,40-59,0,0,0,0
2024-08-01,Basque Country,F,60-79,0,0,0,0
2024-08-01,Basque Country,F,80+,9,1,0,0
2024-09-01,Basque Country,M,0-19,0,0,0,0
2024-09-01,Basque Country,M,20-39,0,0,0,0
2024-09-01,Basque Country,M,40-59,0,0,0,0
2024-09-01,Basque Country,M,60-79,42,7,1,0
2024-09-01,Basque Country,M,80+,0,0,0,0
2024-09-01,Basque Country,F,0-19,60,4,0,0
2024-09-01,Basque Country,F,20-39,0,0,0,0
2024-09-01,Basque Country,F,40-59,30,4,0,0
2024-09-01,Basque Country,F,60-79,0,0,0,0
2024-09-01,Basque Country,F,80+,0,0,0,0
2024-10-01,Basque Country,M,0-19,0,0,0,0
2024-10-01,Basque Country,M,20-39,3,0,0,0
2024-10-01,Basque Country,M,40-59,9,1,0,0
2024-10-01,Basque Country,M,60-79,0,0,0,0
2024-10-01,Basque Country,M,80+,0,0,0,0
2024-10-01,Basque Country,F,0-19,0,0,0,0
2024-10-01,Basque Country,F,20-39,68,7,1,0
2024-10-01,Basque Country,F,40-59,0,0,0,0
2024-10-01,Basque Country,F,60-79,46,7,1,0
2024-10-01,Basque Country,F,80+,0,0,0,0
2024-11-01,Basque Country,M,0-19,7,0,0,0
2024-11-01,Basque Country,M,20-39,0,0,0,0
2024-11-01,Basque Country,M,40-59,0,0,0,0
2024-11-01,Basque Country,M,60-79,6,1,0,0
2024-11-01,Basque Country,M,80+,47,9,1,1
2024-11-01,Basque Country,F,0-19,6,0,0,0
2024-11-01,Basque Country,F,20-39,41,4,0,0
2024-11-01,Basque Country,F,40-59,19,2,0,0
2024-11-01,Basque Country,F,60-79,48,8,1,0
2024-11-01,Basque Country,F,80+,0,0,0,0
2024-12-01,Basque Country,M,0-19,71,5,0,0
2024-12-01,Basque Country,M,20-39,0,0,0,0
2024-12-01,Basque Country,M,40-59,0,0,0,0
2024-12-01,Basque Country,M,60-79,0,0,0,0
2024-12-01,Basque Country,M,80+,69,13,2,1
2024-12-01,Basque Country,F,0-19,24,1,0,0
2024-12-01,Basque Country,F,20-39,0,0,0,0
2024-12-01,Basque Country,F,40-59,37,5,0,0
2024-12-01,Basque Country,F,60-79,20,3,0,0
2024-12-01,Basque Country,F,80+,58,11,1,1
2020-01-01,Canary Islands,M,0-19,19,1,0,0
2020-01-01,Canary Islands,M,20-39,25,2,0,0
2020-01-01,Canary Islands,M,40-59,0,0,0,0
2020-01-01,Canary Islands,M,60-79,94,15,2,1
2020-01-01,Canary Islands,M,80+,77,15,2,2
2020-01-01,Canary Islands,F,0-19,44,3,0,0
2020-01-01,Canary Islands,F,20-39,102,11,1,0
2020-01-01,Canary Islands,F,40-59,27,3,0,0
2020-01-01,Canary Islands,F,60-79,38,6,1,0
2020-01-01,Canary Islands,F,80+,73,14,2,1
2020-02-01,Canary Islands,M,0-19,85,6,1,0
2020-02-01,Canary Islands,M,20-39,63,6,1,0
2020-02-01,Canary Islands,M,40-59,77,10,1,1
2020-02-01,Canary Islands,M,60-79,159,27,4,3
2020-02-01,Canary Islands,M,80+,187,37,6,4
2020-02-01,Canary Islands,F,0-19,0,0,0,0
2020-02-01,Canary Islands,F,20-39,28,3,0,0
2020-02-01,Canary Islands,F,40-59,123,17,3,1
2020-02-01,Canary Islands,F,60-79,116,19,3,2
2020-02-01,Canary Islands,F,80+,121,24,4,3
2020-03-01,Canary Islands,M,0-19,92,7,1,0
2020-03-01,Canary Islands,M,20-39,140,15,2,1
2020-03-01,Canary Islands,M,40-59,190,26,4,2
2020-03-01,Canary Islands,M,60-79,183,31,5,3
2020-03-01,Canary Islands,M,80+,283,56,10,7
2020-03-01,Canary Islands,F,0-19,88,7,1,0
2020-03-01,Canary Islands,F,20-39,111,12,2,0
2020-03-01,Canary Islands,F,40-59,154,21,3,2
2020-03-01,Canary Islands,F,60-79,146,24,4,2
2020-03-01,Canary Islands,F,80+,262,52,9,6
2020-04-01,Canary Islands,M,0-19,179,14,2,0
2020-04-01,Canary Islands,M,20-39,223,24,4,1
2020-04-01,Canary Islands,M,40-59,255,35,6,3
2020-04-01,Canary Islands,M,60-79,331,56,10,6
2020-04-01,Canary Islands,M,80+,434,86,15,11
2020-04-01,Canary Islands,F,0-19,117,9,1,0
2020-04-01,Canary Islands,F,20-39,208,22,3,1
2020-04-01,Canary Islands,F,40-59,201,28,5,2
2020-04-01,Canary Islands,F,60-79,246,41,7,4
2020-04-01,Canary Islands,F,80+,361,72,12,9
2020-05-01,Canary Islands,M,0-19,192,15,2,0
2020-05-01,Canary Islands,M,20-39,254,27,4,2
2020-05-01,Canary Islands,M,40-59,333,46,8,4
2020-05-01,Canary Islands,M,60-79,441,74,13,8
2020-05-01,Canary Islands,M,80+,611,122,21,15
2020-05-01,Canary Islands,F,0-19,194,15,2,0
2020-05-01,Canary Islands,F,20-39,247,27,4,1
2020-05-01,Canary Islands,F,40-59,233,32,5,3
2020-05-01,Canary Islands,F,60-79,320,54,9,6
2020-05-01,Canary Islands,F,80+,476,95,17,12
2020-06-01,Canary Islands,M,0-19,188,15,2,0
2020-06-01,Canary Islands,M,20-39,254,27,4,2
2020-06-01,Canary Islands,M,40-59,332,46,8,4
2020-06-01,Canary Islands,M,60-79,447,75,13,8
2020-06-01,Canary Islands,M,80+,614,122,21,15
2020-06-01,Canary Islands,F,0-19,155,12,2,0
2020-06-01,Canary Islands,F,20-39,271,29,5,2
2020-06-01,Canary Islands,F,40-59,289,40,7,4
2020-06-01,Canary Islands,F,60-79,451,76,13,9
2020-06-01,Canary Islands,F,80+,524,104,18,13
2020-07-01,Canary Islands,M,0-19,178,14,2,0
2020-07-01,Canary Islands,M,20-39,267,29,5,2
2020-07-01,Canary Islands,M,40-59,328,45,8,4
2020-07-01,Canary Islands,M,60-79,441,74,13,8
2020-07-01,Canary Islands,M,80+,651,130,23,16
2020-07-01,Canary Islands,F,0-19,127,10,1,0
2020-07-01,Canary Islands,F,20-39,244,26,4,1
2020-07-01,Canary Islands,F,40-59,269,37,6,3
2020-07-01,Canary Islands,F,60-79,303,51,9,6
2020-07-01,Canary Islands,F,80+,504,100,18,13
2020-08-01,Canary Islands,M,0-19,188,15,2,0
2020-08-01,Canary Islands,M,20-39,188,20,3,1
2020-08-01,Canary Islands,M,40-59,257,35,6,3
2020-08-01,Canary Islands,M,60-79,291,49,8,5
2020-08-01,Canary Islands,M,80+,434,86,15,11
2020-08-01,Canary Islands,F,0-19,154,12,2,0
2020-08-01,Canary Islands,F,20-39,161,17,3,1
2020-08-01,Canary Islands,F,40-59,177,24,4,2
2020-08-01,Canary Islands,F,60-79,287,48,8,5
2020-08-01,Canary Islands,F,80+,370,74,13,9
2020-09-01,Canary Islands,M,0-19,94,7,1,0
2020-09-01,Canary Islands,M,20-39,176,19,3,1
2020-09-01,Canary Islands,M,40-59,150,21,3,2
2020-09-01,Canary Islands,M,60-79,220,37,6,4
2020-09-01,Canary Islands,M,80+,344,68,12,8
2020-09-01,Canary Islands,F,0-19,117,9,1,0
2020-09-01,Canary Islands,F,20-39,163,17,3,1
2020-09-01,Canary Islands,F,40-59,131,18,3,1
2020-09-01,Canary Islands,F,60-79,230,39,7,4
2020-09-01,Canary Islands,F,80+,254,50,9,6
2020-10-01,Canary Islands,M,0-19,133,10,1,0
2020-10-01,Canary Islands,M,20-39,79,8,1,0
2020-10-01,Canary Islands,M,40-59,175,24,4,2
2020-10-01,Canary Islands,M,60-79,161,27,4,3
2020-10-01,Canary Islands,M,80+,309,61,10,8
2020-10-01,Canary Islands,F,0-19,82,6,1,0
2020-10-01,Canary Islands,F,20-39,62,6,1,0
2020-10-01,Canary Islands,F,40-59,95,13,2,1
2020-10-01,Canary Islands,F,60-79,171,29,5,3
2020-10-01,Canary Islands,F,80+,235,47,8,6
2020-11-01,Canary Islands,M,0-19,72,5,0,0
2020-11-01,Canary Islands,M,20-39,108,11,1,0
2020-11-01,Canary Islands,M,40-59,151,21,3,2
2020-11-01,Canary Islands,M,60-79,175,29,5,3
2020-11-01,Canary Islands,M,80+,196,39,7,5
2020-11-01,Canary Islands,F,0-19,36,2,0,0
2020-11-01,Canary Islands,F,20-39,94,10,1,0
2020-11-01,Canary Islands,F,40-59,141,19,3,1
2020-11-01,Canary Islands,F,60-79,188,31,5,3
2020-11-01,Canary Islands,F,80+,216,43,7,5
2020-12-01,Canary Islands,M,0-19,107,8,1,0
2020-12-01,Canary Islands,M,20-39,164,18,3,1
2020-12-01,Canary Islands,M,40-59,150,21,3,2
2020-12-01,Canary Islands,M,60-79,222,37,6,4
2020-12-01,Canary Islands,M,80+,287,57,10,7
2020-12-01,Canary Islands,F,0-19,43,3,0,0
2020-12-01,Canary Islands,F,20-39,126,13,2,1
2020-12-01,Canary Islands,F,40-59,144,20,3,2
2020-12-01,Canary Islands,F,60-79,206,35,6,4
2020-12-01,Canary Islands,F,80+,271,54,9,7
2021-01-01,Canary Islands,M,0-19,156,12,2,0
2021-01-01,Canary Islands,M,20-39,229,25,4,1
2021-01-01,Canary Islands,M,40-59,254,35,6,3
2021-01-01,Canary Islands,M,60-79,353,60,10,7
2021-01-01,Canary Islands,M,80+,446,89,16,11
2021-01-01,Canary Islands,F,0-19,133,10,1,0
2021-01-01,Canary Islands,F,20-39,194,21,3,1
2021-01-01,Canary Islands,F,40-59,188,26,4,2
2021-01-01,Canary Islands,F,60-79,280,47,8,5
2021-01-01,Canary Islands,F,80+,364,72,12,9
2021-02-01,Canary Islands,M,0-19,199,15,2,0
2021-02-01,Canary Islands,M,20-39,273,30,5,2
2021-02-01,Canary Islands,M,40-59,407,56,10,5
2021-02-01,Canary Islands,M,60-79,524,89,16,10
2021-02-01,Canary Islands,M,80+,693,138,24,18
2021-02-01,Canary Islands,F,0-19,235,18,3,0
2021-02-01,Canary Islands,F,20-39,246,27,4,1
2021-02-01,Canary Islands,F,40-59,393,55,9,5
2021-02-01,Canary Islands,F,60-79,396,67,12,7
2021-02-01,Canary Islands,F,80+,561,112,20,14
2021-03-01,Canary Islands,M,0-19,271,21,3,0
2021-03-01,Canary Islands,M,20-39,416,45,8,3
2021-03-01,Canary Islands,M,40-59,511,71,12,7
2021-03-01,Canary Islands,M,60-79,644,109,19,12
2021-03-01,Canary Islands,M,80+,944,188,33,24
2021-03-01,Canary Islands,F,0-19,239,19,3,0
2021-03-01,Canary Islands,F,20-39,339,37,6,2
2021-03-01,Canary Islands,F,40-59,370,51,9,5
2021-03-01,Canary Islands,F,60-79,542,92,16,10
2021-03-01,Canary Islands,F,80+,725,145,26,18
2021-04-01,Canary Islands,M,0-19,317,25,4,0
2021-04-01,Canary Islands,M,20-39,456,50,9,3
2021-04-01,Canary Islands,M,40-59,656,91,16,9
2021-04-01,Canary Islands,M,60-79,760,129,23,15
2021-04-01,Canary Islands,M,80+,1012,202,36,26
2021-04-01,Canary Islands,F,0-19,253,20,3,0
2021-04-01,Canary Islands,F,20-39,391,43,7,3
2021-04-01,Canary Islands,F,40-59,487,68,12,6
2021-04-01,Canary Islands,F,60-79,644,109,19,12
2021-04-01,Canary Islands,F,80+,884,176,31,22
2021-05-01,Canary Islands,M,0-19,338,27,4,0
2021-05-01,Canary Islands,M,20-39,521,57,10,4
2021-05-01,Canary Islands,M,40-59,587,82,14,8
2021-05-01,Canary Islands,M,60-79,800,136,24,16
2021-05-01,Canary Islands,M,80+,1098,219,39,28
2021-05-01,Canary Islands,F,0-19,257,20,3,0
2021-05-01,Canary Islands,F,20-39,450,49,8,3
2021-05-01,Canary Islands,F,40-59,522,73,13,7
2021-05-01,Canary Islands,F,60-79,699,118,21,13
2021-05-01,Canary Islands,F,80+,922,184,33,23
2021-06-01,Canary Islands,M,0-19,368,29,5,0
2021-06-01,Canary Islands,M,20-39,440,48,8,3
2021-06-01,Canary Islands,M,40-59,618,86,15,8
2021-06-01,Canary Islands,M,60-79,795,135,24,15
2021-06-01,Canary Islands,M,80+,1104,220,39,28
2021-06-01,Canary Islands,F,0-19,294,23,4,0
2021-06-01,Canary Islands,F,20-39,374,41,7,2
2021-06-01,Canary Islands,F,40-59,439,61,10,6
2021-06-01,Canary Islands,F,60-79,624,106,19,12
2021-06-01,Canary Islands,F,80+,905,181,32,23
2021-07-01,Canary Islands,M,0-19,327,26,4,0
2021-07-01,Canary Islands,M,20-39,396,43,7,3
2021-07-01,Canary Islands,M,40-59,495,69,12,6
2021-07-01,Canary Islands,M,60-79,678,115,20,13
2021-07-01,Canary Islands,M,80+,952,190,34,24
2021-07-01,Canary Islands,F,0-19,209,16,2,0
2021-07-01,Canary Islands,F,20-39,315,34,6,2
2021-07-01,Canary Islands,F,40-59,405,56,10,5
2021-07-01,Canary Islands,F,60-79,575,97,17,11
2021-07-01,Canary Islands,F,80+,752,150,27,19
2021-08-01,Canary Islands,M,0-19,254,20,3,0
2021-08-01,Canary Islands,M,20-39,400,44,7,3
2021-08-01,Canary Islands,M,40-59,403,56,10,5
2021-08-01,Canary Islands,M,60-79,584,99,17,11
2021-08-01,Canary Islands,M,80+,842,168,30,21
2021-08-01,Canary Islands,F,0-19,198,15,2,0
2021-08-01,Canary Islands,F,20-39,284,31,5,2
2021-08-01,Canary Islands,F,40-59,397,55,9,5
2021-08-01,Canary Islands,F,60-79,473,80,14,9
2021-08-01,Canary Islands,F,80+,697,139,25,18
2021-09-01,Canary Islands,M,0-19,233,18,3,0
2021-09-01,Canary Islands,M,20-39,304,33,5,2
2021-09-01,Canary Islands,M,40-59,392,54,9,5
2021-09-01,Canary Islands,M,60-79,513,87,15,10
2021-09-01,Canary Islands,M,80+,723,144,25,18
2021-09-01,Canary Islands,F,0-19,163,13,2,0
2021-09-01,Canary Islands,F,20-39,258,28,5,2
2021-09-01,Canary Islands,F,40-59,307,42,7,4
2021-09-01,Canary Islands,F,60-79,433,73,13,8
2021-09-01,Canary Islands,F,80+,536,107,19,13
2021-10-01,Canary Islands,M,0-19,236,18,3,0
2021-10-01,Canary Islands,M,20-39,308,33,5,2
2021-10-01,Canary Islands,M,40-59,314,43,7,4
2021-10-01,Canary Islands,M,60-79,507,86,15,10
2021-10-01,Canary Islands,M,80+,715,143,25,18
2021-10-01,Canary Islands,F,0-19,198,15,2,0
2021-10-01,Canary Islands,F,20-39,283,31,5,2
2021-10-01,Canary Islands,F,40-59,291,40,7,4
2021-10-01,Canary Islands,F,60-79,336,57,10,6
2021-10-01,Canary Islands,F,80+,475,95,17,12
2021-11-01,Canary Islands,M,0-19,226,18,3,0
2021-11-01,Canary Islands,M,20-39,295,32,5,2
2021-11-01,Canary Islands,M,40-59,348,48,8,4
2021-11-01,Canary Islands,M,60-79,498,84,15,9
2021-11-01,Canary Islands,M,80+,707,141,25,18
2021-11-01,Canary Islands,F,0-19,135,10,1,0
2021-11-01,Canary Islands,F,20-39,242,26,4,1
2021-11-01,Canary Islands,F,40-59,352,49,8,4
2021-11-01,Canary Islands,F,60-79,377,64,11,7
2021-11-01,Canary Islands,F,80+,589,117,21,15
2021-12-01,Canary Islands,M,0-19,237,18,3,0
2021-12-01,Canary Islands,M,20-39,376,41,7,3
2021-12-01,Canary Islands,M,40-59,465,65,11,6
2021-12-01,Canary Islands,M,60-79,598,101,18,11
2021-12-01,Canary Islands,M,80+,820,164,29,21
2021-12-01,Canary Islands,F,0-19,171,13,2,0
2021-12-01,Canary Islands,F,20-39,328,36,6,2
2021-12-01,Canary Islands,F,40-59,328,45,8,4
2021-12-01,Canary Islands,F,60-79,479,81,14,9
2021-12-01,Canary Islands,F,80+,656,131,23,17
2022-01-01,Canary Islands,M,0-19,307,24,4,0
2022-01-01,Canary Islands,M,20-39,428,47,8,3
2022-01-01,Canary Islands,M,40-59,477,66,11,6
2022-01-01,Canary Islands,M,60-79,629,106,19,12
2022-01-01,Canary Islands,M,80+,947,189,34,24
2022-01-01,Canary Islands,F,0-19,245,19,3,0
2022-01-01,Canary Islands,F,20-39,377,41,7,3
2022-01-01,Canary Islands,F,40-59,409,57,10,5
2022-01-01,Canary Islands,F,60-79,506,86,15,10
2022-01-01,Canary Islands,F,80+,782,156,28,20
2022-02-01,Canary Islands,M,0-19,317,25,4,0
2022-02-01,Canary Islands,M,20-39,479,52,9,3
2022-02-01,Canary Islands,M,40-59,543,76,13,7
2022-02-01,Canary Islands,M,60-79,800,136,24,16
2022-02-01,Canary Islands,M,80+,1006,201,36,26
2022-02-01,Canary Islands,F,0-19,258,20,3,0
2022-02-01,Canary Islands,F,20-39,387,42,7,3
2022-02-01,Canary Islands,F,40-59,428,59,10,5
2022-02-01,Canary Islands,F,60-79,624,106,19,12
2022-02-01,Canary Islands,F,80+,893,178,32,23
2022-03-01,Canary Islands,M,0-19,333,26,4,0
2022-03-01,Canary Islands,M,20-39,509,55,9,4
2022-03-01,Canary Islands,M,40-59,515,72,12,7
2022-03-01,Canary Islands,M,60-79,795,135,24,15
2022-03-01,Canary Islands,M,80+,1086,217,39,28
2022-03-01,Canary Islands,F,0-19,260,20,3,0
2022-03-01,Canary Islands,F,20-39,440,48,8,3
2022-03-01,Canary Islands,F,40-59,479,67,12,6
2022-03-01,Canary Islands,F,60-79,646,109,19,12
2022-03-01,Canary Islands,F,80+,885,177,31,23
2022-04-01,Canary Islands,M,0-19,293,23,4,0
2022-04-01,Canary Islands,M,20-39,467,51,9,3
2022-04-01,Canary Islands,M,40-59,630,88,15,8
2022-04-01,Canary Islands,M,60-79,738,125,22,14
